time (s), HAT0_ch0 velocity (mm/s), HAT0_ch1 velocity (mm/s), HAT1_ch0 velocity (mm/s), HAT1_ch1 velocity (mm/s)
5.879467,12.494883,-0.017194,-0.000186,0.162124
5.880073,12.994566,0.011906,0.000625,0.228410
5.880678,8.840707,0.036733,0.000092,0.206915
5.881284,1.507107,0.047032,-0.000854,0.106177
5.881890,-6.314228,0.040229,0.001800,-0.035892
5.882495,-11.887731,0.019068,0.001817,-0.170355
5.883101,-13.269170,-0.012227,0.003328,-0.250361
5.883707,-9.923079,-0.040672,0.005676,-0.246482
5.884313,-3.047297,-0.055793,0.004199,-0.158418
5.884918,4.917172,-0.054283,0.003179,-0.017310
5.885524,11.162407,-0.037290,0.003614,0.127101
5.886130,13.419438,-0.006263,0.000877,0.222772
5.886735,10.933779,0.027417,0.002509,0.234950
5.887341,4.496087,0.049203,0.003346,0.159953
5.887947,-3.484765,0.053288,0.002527,0.026339
5.888552,-10.203880,0.039748,0.002495,-0.118516
5.889158,-13.303732,0.011687,0.002867,-0.225095
5.889764,-11.695650,-0.021992,0.004340,-0.255547
5.890369,-5.896099,-0.047042,0.001314,-0.197890
5.890975,1.969802,-0.057668,0.000719,-0.072137
5.891581,9.185012,-0.052782,0.000809,0.076726
5.892187,13.093862,-0.032026,0.001667,0.195144
5.892792,12.380782,-0.000911,0.003229,0.239805
5.893398,7.202645,0.025374,0.001796,0.194354
5.894004,-0.529428,0.038247,0.002882,0.075667
5.894609,-8.036469,0.035699,0.003459,-0.073337
5.895215,-12.687655,0.018836,0.007603,-0.202860
5.895821,-12.870113,-0.008079,0.010179,-0.268555
5.896426,-8.450338,-0.031510,0.013436,-0.246687
5.897032,-1.053206,-0.043791,0.013052,-0.145184
5.897638,6.744677,-0.042824,0.012345,-0.000792
5.898243,12.134044,-0.029577,0.013704,0.134763
5.898849,13.208778,-0.005012,0.013111,0.211911
5.899455,9.575364,0.018946,0.016674,0.203108
5.900061,2.489050,0.031231,0.014136,0.112329
5.900666,-5.425129,0.029012,0.011023,-0.025371
5.901272,-11.400059,0.014219,0.013551,-0.161388
5.901878,-13.344324,-0.010567,0.016121,-0.248316
5.902483,-10.542646,-0.034330,0.015848,-0.254227
5.903089,-3.974182,-0.045681,0.015664,-0.174736
5.903695,3.998462,-0.042103,0.016349,-0.037706
5.904300,10.592900,-0.025144,0.018717,0.108342
5.904906,13.390765,0.003927,0.018726,0.211231
5.905512,11.463750,0.035563,0.020084,0.233567
5.906118,5.390215,0.054998,0.020889,0.167660
5.906723,-2.556451,0.056841,0.019446,0.039126
5.907329,-9.569974,0.041802,0.021484,-0.106113
5.907935,-13.187934,0.012970,0.020718,-0.218543
5.908540,-12.152470,-0.020683,0.017716,-0.258375
5.909146,-6.762946,-0.044395,0.014966,-0.210043
5.909752,0.992811,-0.052003,0.014855,-0.090248
5.910357,8.438732,-0.042546,0.015274,0.058179
5.910963,12.847676,-0.017464,0.012709,0.181980
5.911569,12.709173,0.017822,0.013419,0.235749
5.912174,8.000259,0.047587,0.007887,0.199589
5.912780,0.431135,0.062097,0.009689,0.086724
5.913386,-7.249743,0.058982,0.012029,-0.061571
5.913992,-12.355642,0.039703,0.013494,-0.195415
5.914597,-13.110673,0.008536,0.012476,-0.268875
5.915203,-9.188539,-0.020828,0.013856,-0.255440
5.915809,-2.014869,-0.038726,0.013295,-0.158602
5.916414,5.884578,-0.041612,0.013131,-0.012781
5.917020,11.702094,-0.029343,0.014230,0.130884
5.917626,13.344545,-0.002740,0.017123,0.220834
5.918231,10.251756,0.026219,0.018574,0.225613
5.918837,3.455087,0.044606,0.022805,0.145168
5.919443,-4.509396,0.048154,0.025866,0.011278
5.920048,-10.854091,0.037314,0.025378,-0.128553
5.920654,-13.352802,0.014099,0.029849,-0.225656
5.921260,-11.114592,-0.012241,0.027770,-0.244787
5.921866,-4.894154,-0.029085,0.028396,-0.177769
5.922471,3.041709,-0.032899,0.026710,-0.048237
5.923077,9.946962,-0.023651,0.028876,0.097334
5.923683,13.278791,-0.001464,0.029037,0.206263
5.924288,11.925998,0.025969,0.028168,0.238286
5.924894,6.265879,0.044778,0.028934,0.182138
5.925500,-1.593870,0.048672,0.027745,0.058856
5.926105,-8.854217,0.037554,0.025967,-0.087007
5.926711,-12.968030,0.014324,0.025748,-0.206196
5.927317,-12.509258,-0.014748,0.025557,-0.256781
5.927922,-7.568406,-0.035748,0.024928,-0.219759
5.928528,0.029311,-0.042840,0.025292,-0.107682
5.929134,7.651666,-0.035288,0.024470,0.039429
5.929740,12.530397,-0.014222,0.024337,0.168431
5.930345,12.960800,0.016532,0.020967,0.232134
5.930951,8.750100,0.042234,0.017217,0.207219
5.931557,1.393479,0.053473,0.013886,0.103257
5.932162,-6.408304,0.047806,0.011897,-0.041359
5.932768,-11.928335,0.027430,0.012290,-0.177150
5.933374,-13.238305,-0.003034,0.008909,-0.257075
5.933979,-9.828596,-0.030817,0.009442,-0.251618
5.934585,-2.917389,-0.045512,0.006085,-0.160861
5.935191,5.035036,-0.044605,0.004843,-0.016340
5.935796,11.232608,-0.028256,0.007140,0.131463
5.936402,13.417686,0.001893,0.008890,0.230230
5.937008,10.861917,0.034601,0.008249,0.245302
5.937614,4.382056,0.055367,0.008412,0.172701
5.938219,-3.598438,0.059216,0.009420,0.041064
5.938825,-10.277748,0.046444,0.010781,-0.102247
5.939431,-13.311547,0.019983,0.008995,-0.208334
5.940036,-11.635459,-0.010583,0.010741,-0.239540
5.940642,-5.788437,-0.031942,0.012490,-0.183376
5.941248,2.084543,-0.038733,0.009279,-0.060111
5.941853,9.266638,-0.030254,0.009603,0.085512
5.942459,13.116396,-0.006577,0.007943,0.201017
5.943065,12.335109,0.026057,0.006167,0.243617
5.943671,7.107649,0.051894,0.007295,0.197682
5.944276,-0.637511,0.062842,0.008309,0.080666
5.944882,-8.117968,0.057506,0.007488,-0.064798
5.945488,-12.713349,0.037481,0.006659,-0.189106
5.946093,-12.830160,0.007532,0.003457,-0.248637
5.946699,-8.358406,-0.018916,0.003298,-0.221020
5.947305,-0.943074,-0.033881,0.001521,-0.114733
5.947910,6.831958,-0.034798,-0.001193,0.032594
5.948516,12.167334,-0.021800,-0.000981,0.168601
5.949122,13.174255,0.003758,0.000605,0.243669
5.949727,9.483877,0.028959,-0.003179,0.230937
5.950333,2.374600,0.042980,-0.001237,0.135281
5.950939,-5.521941,0.042234,0.000102,-0.007631
5.951545,-11.444481,0.028188,-0.002348,-0.148663
5.952150,-13.320162,0.003495,-0.006634,-0.240142
5.952756,-10.456231,-0.021253,-0.005900,-0.249415
5.953362,-3.856838,-0.035150,-0.008016,-0.172191
5.953967,4.106506,-0.035620,-0.011275,-0.036536
5.954573,10.651531,-0.023144,-0.012392,0.108964
5.955179,13.379508,0.001231,-0.013821,0.211628
5.955784,11.384408,0.028702,-0.014340,0.233980
5.956390,5.270507,0.045143,-0.015188,0.168307
5.956996,-2.675330,0.045526,-0.016243,0.039820
5.957601,-9.647850,0.030326,-0.017569,-0.105719
5.958207,-13.199626,0.002740,-0.018842,-0.219220
5.958813,-12.093143,-0.028654,-0.018913,-0.261011
5.959419,-6.655759,-0.050090,-0.023004,-0.215740
5.960024,1.110004,-0.055830,-0.021086,-0.099961
5.960630,8.523882,-0.045787,-0.021010,0.044180
5.961236,12.867121,-0.020912,-0.023835,0.163802
5.961841,12.655383,0.013112,-0.023573,0.214030
5.962447,7.887560,0.040513,-0.026713,0.175923
5.963053,0.298431,0.052045,-0.027843,0.063101
5.963658,-7.359950,0.045305,-0.033541,-0.083068
5.964264,-12.407132,0.022480,-0.036134,-0.212932
5.964870,-13.088653,-0.011073,-0.038302,-0.281005
5.965475,-9.101412,-0.041277,-0.040491,-0.261368
5.966081,-1.898733,-0.058361,-0.039514,-0.158988
5.966687,5.992723,-0.059156,-0.039826,-0.008873
5.967293,11.756545,-0.043800,-0.042140,0.136951
5.967898,13.329258,-0.013861,-0.044531,0.227194
5.968504,10.168315,0.018040,-0.042186,0.230811
5.969110,3.335710,0.038665,-0.044375,0.148311
5.969715,-4.623459,0.042943,-0.044900,0.012350
5.970321,-10.921373,0.031577,-0.045117,-0.128932
5.970927,-13.351600,0.006711,-0.046239,-0.226699
5.971532,-11.042342,-0.021662,-0.048010,-0.245602
5.972138,-4.782263,-0.041043,-0.050667,-0.177467
5.972744,3.159339,-0.046873,-0.047853,-0.046720
5.973349,10.023194,-0.038370,-0.049099,0.099906
5.973955,13.283809,-0.015865,-0.051154,0.209351
5.974561,11.855550,0.013349,-0.051244,0.241460
5.975167,6.138197,0.034755,-0.051726,0.184705
5.975772,-1.736587,0.041817,-0.054233,0.060690
5.976378,-8.969133,0.034286,-0.056315,-0.086233
5.976984,-13.022867,0.014281,-0.056125,-0.206568
5.977589,-12.491550,-0.012071,-0.058038,-0.258447
5.978195,-7.493731,-0.031811,-0.058015,-0.222901
5.978801,0.127020,-0.038750,-0.056783,-0.112537
5.979406,7.734986,-0.032200,-0.057877,0.032676
5.980012,12.556730,-0.013561,-0.061282,0.160105
5.980618,12.920630,0.013606,-0.064020,0.223380
5.981224,8.647561,0.035874,-0.063389,0.199363
5.981829,1.263065,0.044202,-0.062432,0.097601
5.982435,-6.528145,0.036527,-0.061046,-0.043438
5.983041,-11.999947,0.015335,-0.059812,-0.174681
5.983646,-13.245037,-0.014536,-0.061244,-0.249795
5.984252,-9.772536,-0.040547,-0.063499,-0.240131
5.984858,-2.830649,-0.053042,-0.061272,-0.146761
5.985463,5.122403,-0.049804,-0.059859,-0.001878
5.986069,11.274825,-0.032027,-0.056437,0.144252
5.986675,13.397534,-0.001398,-0.057711,0.239351
5.987280,10.778339,0.030442,-0.056518,0.249832
5.987886,4.261069,0.049141,-0.055939,0.172131
5.988492,-3.716401,0.049633,-0.057617,0.036356
5.989098,-10.352117,0.033064,-0.057631,-0.109717
5.989703,-13.317468,0.002244,-0.055897,-0.216472
5.990309,-11.566690,-0.032374,-0.052794,-0.245983
5.990915,-5.669586,-0.056704,-0.053827,-0.186755
5.991520,2.217199,-0.065411,-0.053346,-0.059780
5.992126,9.368532,-0.057410,-0.054943,0.089609
5.992732,13.152346,-0.033088,-0.056152,0.207782
5.993337,12.297926,0.000407,-0.058533,0.251547
5.993943,7.010777,0.027371,-0.062979,0.205306
5.994549,-0.755183,0.039259,-0.059425,0.086377
5.995154,-8.214506,0.034293,-0.062285,-0.062095
5.995760,-12.754076,0.013909,-0.061617,-0.190181
5.996366,-12.800066,-0.016744,-0.059302,-0.254213
5.996972,-8.267482,-0.044134,-0.059750,-0.231200
5.997577,-0.824717,-0.059759,-0.059205,-0.129683
5.998183,6.941209,-0.061485,-0.059519,0.013238
5.998789,12.225343,-0.049238,-0.059605,0.145888
5.999394,13.168598,-0.024358,-0.060042,0.219496
6.000000,9.416418,0.000542,-0.060970,0.207337
6.000606,2.277213,0.014903,-0.062700,0.114721
6.001211,-5.609667,0.014862,-0.064773,-0.022453
6.001817,-11.484504,0.002077,-0.063291,-0.155713
6.002423,-13.293270,-0.020980,-0.063710,-0.238105
6.003028,-10.362554,-0.044080,-0.063564,-0.237957
6.003634,-3.725339,-0.056576,-0.060594,-0.152226
6.004240,4.240707,-0.055851,-0.056873,-0.009757
6.004846,10.745292,-0.042642,-0.053903,0.140263
6.005451,13.408686,-0.017412,-0.052283,0.244549
6.006057,11.345384,0.010272,-0.050310,0.266383
6.006663,5.184821,0.026737,-0.050145,0.198815
6.007268,-2.766031,0.026859,-0.046636,0.067847
6.007874,-9.702027,0.012293,-0.047338,-0.079949
6.008480,-13.188077,-0.013853,-0.048537,-0.194664
6.009085,-12.007811,-0.043735,-0.046757,-0.236158
6.009691,-6.515267,-0.063120,-0.049102,-0.189271
6.010297,1.267866,-0.066409,-0.051926,-0.070747
6.010902,8.655661,-0.053348,-0.050947,0.076360
6.011508,12.935411,-0.025718,-0.052654,0.198964
6.012114,12.649696,0.010544,-0.052700,0.251966
6.012720,7.817601,0.039381,-0.048552,0.216369
6.013325,0.201802,0.051485,-0.047550,0.105751
6.013931,-7.441443,0.045400,-0.047595,-0.038954
6.014537,-12.437679,0.023247,-0.047365,-0.168280
6.015142,-13.052023,-0.009605,-0.042778,-0.237016
6.015748,-9.005079,-0.039107,-0.043891,-0.219799
6.016354,-1.774093,-0.054973,-0.042677,-0.121476
6.016959,6.106489,-0.054492,-0.044265,0.022804
6.017565,11.819286,-0.037619,-0.044217,0.161732
6.018171,13.322365,-0.006072,-0.042680,0.244614
6.018776,10.093475,0.026863,-0.045527,0.241997
6.019382,3.221083,0.048033,-0.047817,0.154888
6.019988,-4.737280,0.052759,-0.043964,0.016348
6.020594,-10.996334,0.041702,-0.041406,-0.125124
6.021199,-13.363874,0.016616,-0.040596,-0.221262
6.021805,-10.988095,-0.012095,-0.039742,-0.237007
6.022411,-4.683437,-0.032397,-0.038285,-0.165518
6.023016,3.267376,-0.039414,-0.038592,-0.031520
6.023622,10.101388,-0.032708,-0.042085,0.117642
6.024228,13.306204,-0.011907,-0.041568,0.228617
6.024833,11.816944,0.015514,-0.038392,0.261632
6.025439,6.056857,0.035593,-0.036815,0.205237
6.026045,-1.824101,0.041985,-0.034238,0.081493
6.026651,-9.025145,0.034116,-0.031298,-0.065100
6.027256,-13.019451,0.014290,-0.030828,-0.184857
6.027862,-12.419843,-0.011479,-0.028324,-0.235867
6.028468,-7.370157,-0.030282,-0.028683,-0.199509
6.029073,0.266326,-0.036457,-0.027513,-0.088919
6.029679,7.848133,-0.029396,-0.025271,0.055698
6.030285,12.607285,-0.010145,-0.028394,0.181824
6.030890,12.897349,0.017804,-0.028851,0.242666
6.031496,8.559111,0.040004,-0.031597,0.215384
6.032102,1.146644,0.047331,-0.029087,0.109930
6.032707,-6.630024,0.038216,-0.027353,-0.034867
6.033313,-12.050024,0.015568,-0.025932,-0.169660
6.033919,-13.225438,-0.015957,-0.029245,-0.247962
6.034525,-9.688947,-0.043153,-0.028580,-0.241165
6.035130,-2.715292,-0.056204,-0.028438,-0.150669
6.035736,5.228638,-0.052749,-0.024518,-0.008524
6.036342,11.330119,-0.034163,-0.025682,0.135257
6.036947,13.381248,-0.002518,-0.023103,0.228521
6.037553,10.692699,0.030417,-0.020848,0.238058
6.038159,4.135549,0.050253,-0.024284,0.161309
6.038764,-3.838301,0.051988,-0.022587,0.028012
6.039370,-10.428505,0.036397,-0.020018,-0.114336
6.039976,-13.322893,0.006877,-0.015097,-0.216405
6.040581,-11.497206,-0.026881,-0.010746,-0.241120
6.041187,-5.551791,-0.050482,-0.009676,-0.177808
6.041793,2.343883,-0.058637,-0.007648,-0.048268
6.042399,9.458822,-0.050594,-0.007360,0.101906
6.043004,13.174609,-0.026992,-0.005947,0.219307
6.043610,12.245852,0.005888,-0.004302,0.261412
6.044216,6.901635,0.031972,-0.004224,0.213308
6.044821,-0.878320,0.043253,-0.004426,0.093189
6.045427,-8.307855,0.037967,-0.002575,-0.055340
6.046033,-12.783264,0.017852,0.000426,-0.182413
6.046638,-12.753275,-0.011516,0.001413,-0.244072
6.047244,-8.159420,-0.036552,0.002704,-0.218071
6.047850,-0.693613,-0.049480,0.002108,-0.113397
6.048455,7.049905,-0.048436,0.002586,0.031983
6.049061,12.267253,-0.033542,0.000306,0.165673
6.049667,13.125993,-0.006281,0.002794,0.239045
6.050273,9.294596,0.020316,0.007090,0.225464
6.050878,2.112292,0.035094,0.011099,0.130337
6.051484,-5.771754,0.034967,0.013241,-0.010269
6.052090,-11.599919,0.021056,0.015729,-0.147693
6.052695,-13.337598,-0.003644,0.015512,-0.234609
6.053301,-10.334170,-0.027658,0.014282,-0.239153
6.053907,-3.653641,-0.040683,0.015586,-0.158682
6.054512,4.316933,-0.040135,0.015952,-0.021881
6.055118,10.779596,-0.026712,0.017641,0.122570
6.055724,13.375356,-0.001073,0.016580,0.222486
6.056329,11.241181,0.027486,0.017966,0.241705
6.056935,5.034904,0.045031,0.016666,0.173560
6.057541,-2.918662,0.046982,0.017365,0.044393
6.058147,-9.814604,0.033572,0.016119,-0.099528
6.058752,-13.231259,0.008041,0.016156,-0.208824
6.059358,-11.974158,-0.020855,0.019385,-0.244499
6.059964,-6.427516,-0.039709,0.014854,-0.192045
6.060569,1.370908,-0.043702,0.014098,-0.069417
6.061175,8.729234,-0.032820,0.013489,0.079794
6.061781,12.943552,-0.008150,0.012539,0.202464
6.062386,12.583127,0.024531,0.014610,0.253659
6.062992,7.691028,0.049693,0.013598,0.215035
6.063598,0.056020,0.058880,0.012462,0.101182
6.064204,-7.561752,0.050598,0.014596,-0.046215
6.064809,-12.494965,0.027248,0.017331,-0.177268
6.065415,-13.030654,-0.005431,0.018429,-0.246741
6.066021,-8.914892,-0.033322,0.017762,-0.229168
6.066626,-1.653316,-0.047357,0.015920,-0.130023
6.067232,6.214917,-0.045176,0.016901,0.015582
6.067838,11.867648,-0.027219,0.019162,0.155961
6.068443,13.292077,0.004406,0.019586,0.240439
6.069049,9.986142,0.036584,0.021086,0.239114
6.069655,3.071877,0.055744,0.026441,0.153273
6.070260,-4.881247,0.057726,0.025532,0.016072
6.070866,-11.089223,0.043192,0.026918,-0.124002
6.071472,-13.378821,0.014784,0.024904,-0.218757
6.072078,-10.921312,-0.016378,0.024070,-0.233555
6.072683,-4.564520,-0.037600,0.024567,-0.161509
6.073289,3.398248,-0.044492,0.021231,-0.027662
6.073895,10.194190,-0.036393,0.019941,0.120284
6.074500,13.329668,-0.012913,0.020426,0.229539
6.075106,11.763864,0.018004,0.023229,0.260757
6.075712,5.946627,0.041481,0.022556,0.203154
6.076317,-1.946578,0.051021,0.018602,0.079065
6.076923,-9.113518,0.045759,0.015651,-0.066211
6.077529,-13.038129,0.027101,0.016119,-0.183119
6.078134,-12.356028,0.001019,0.014801,-0.229996
6.078740,-7.240272,-0.019228,0.018047,-0.188958
6.079346,0.423138,-0.027674,0.018204,-0.073379
6.079952,7.985594,-0.023373,0.020090,0.075695
6.080557,12.681794,-0.007091,0.020147,0.205129
6.081163,12.893701,0.018243,0.023894,0.268152
6.081769,8.483898,0.039045,0.021547,0.242539
6.082374,1.037050,0.046298,0.021113,0.138299
6.082980,-6.727891,0.038610,0.025040,-0.005312
6.083586,-12.093876,0.018442,0.025037,-0.139020
6.084191,-13.193433,-0.010177,0.023964,-0.216500
6.084797,-9.584309,-0.034208,0.024537,-0.209590
6.085403,-2.571985,-0.044172,0.026308,-0.119465
6.086008,5.369326,-0.038556,0.027908,0.021506
6.086614,11.418773,-0.019250,0.028394,0.163368
6.087220,13.393813,0.011257,0.025872,0.254657
6.087826,10.624637,0.041540,0.023369,0.262037
6.088431,4.014379,0.058074,0.023542,0.183463
6.089037,-3.968387,0.056257,0.026582,0.048743
6.089643,-10.521768,0.037523,0.025139,-0.094368
6.090248,-13.348777,0.005749,0.028477,-0.196616
6.090854,-11.446208,-0.028786,0.031640,-0.221568
6.091460,-5.445613,-0.051795,0.033922,-0.158864
6.092065,2.469182,-0.057778,0.033949,-0.030359
6.092671,9.557068,-0.046715,0.036879,0.118169
6.093277,13.210788,-0.019486,0.038678,0.233436
6.093882,12.209393,0.016397,0.039685,0.272840
6.094488,6.805840,0.044681,0.040380,0.222199
6.095094,-0.994206,0.056897,0.039179,0.100603
6.095700,-8.400672,0.051285,0.036717,-0.048427
6.096305,-12.816922,0.029371,0.034619,-0.174896
6.096911,-12.712433,-0.003029,0.030284,-0.234793
6.097517,-8.055402,-0.031455,0.029478,-0.206571
6.098122,-0.561894,-0.047849,0.030227,-0.099658
6.098728,7.168459,-0.049645,0.033223,0.047578
6.099334,12.331395,-0.036219,0.032386,0.182389
6.099939,13.120732,-0.009331,0.028521,0.255874
6.100545,9.225205,0.017583,0.029608,0.241895
6.101151,2.013154,0.033469,0.031655,0.146235
6.101757,-5.858361,0.035506,0.031712,0.005185
6.102362,-11.635070,0.024163,0.031085,-0.132347
6.102968,-13.301617,0.001789,0.028797,-0.219057
6.103574,-10.229813,-0.020712,0.027598,-0.223227
6.104179,-3.513990,-0.033320,0.027111,-0.142164
6.104785,4.452072,-0.033708,0.029882,-0.005068
6.105391,10.863859,-0.022306,0.034469,0.139658
6.105996,13.386390,0.000369,0.035458,0.239396
6.106602,11.177478,0.025161,0.034283,0.258301
6.107208,4.923015,0.038824,0.032870,0.189893
6.107813,-3.034696,0.037175,0.036116,0.060974
6.108419,-9.890688,0.021806,0.038523,-0.082285
6.109025,-13.238874,-0.004016,0.037207,-0.190868
6.109631,-11.906025,-0.031468,0.038902,-0.225924
6.110236,-6.306603,-0.047455,0.036003,-0.173411
6.110842,1.506452,-0.047725,0.033000,-0.051299
6.111448,8.833981,-0.032812,0.033460,0.096542
6.112053,12.981742,-0.004356,0.034558,0.217086
6.112659,12.546830,0.031058,0.034332,0.265822
6.113265,7.593190,0.057013,0.032462,0.225298
6.113870,-0.061506,0.065262,0.030762,0.110703
6.114476,-7.655008,0.054727,0.027934,-0.036377
6.115082,-12.526771,0.027911,0.027542,-0.166095
6.115687,-12.985940,-0.008698,0.026946,-0.233013
6.116293,-8.804304,-0.040266,0.028580,-0.212642
6.116899,-1.513174,-0.057338,0.029913,-0.110778
6.117505,6.343723,-0.057019,0.027834,0.036646
6.118110,11.941632,-0.039578,0.025831,0.177702
6.118716,13.294612,-0.007435,0.029176,0.261519
6.119322,9.919855,0.026136,0.026624,0.258470
6.119927,2.968924,0.047635,0.025571,0.170550
6.120533,-4.978558,0.052357,0.023864,0.031039
6.121139,-11.140503,0.040643,0.025231,-0.111367
6.121744,-13.362515,0.014566,0.024153,-0.207968
6.122350,-10.836583,-0.014900,0.021306,-0.224311
6.122956,-4.440832,-0.035817,0.019983,-0.153494
6.123561,3.522774,-0.043578,0.021648,-0.020891
6.124167,10.273533,-0.037440,0.022211,0.125982
6.124773,13.337207,-0.016658,0.025721,0.234113
6.125379,11.695738,0.011276,0.025815,0.264166
6.125984,5.825564,0.032033,0.024902,0.205867
6.126590,-2.078342,0.039081,0.025990,0.081507
6.127196,-9.213387,0.032121,0.026707,-0.063837
6.127801,-13.075684,0.012667,0.028663,-0.180602
6.128407,-12.322434,-0.012887,0.027463,-0.227743
6.129013,-7.154638,-0.031627,0.025078,-0.187648
6.129618,0.524151,-0.038312,0.024160,-0.073931
6.130224,8.060440,-0.032424,0.026469,0.072355
6.130830,12.695385,-0.014855,0.023490,0.198446
6.131435,12.838320,0.011163,0.026175,0.258146
6.132041,8.370979,0.031323,0.025100,0.229716
6.132647,0.906688,0.037590,0.024453,0.123931
6.133253,-6.833664,0.028374,0.025659,-0.019626
6.133858,-12.139381,0.006241,0.029795,-0.151917
6.134464,-13.164433,-0.024119,0.028958,-0.226651
6.135070,-9.490031,-0.049601,0.029758,-0.215992
6.135675,-2.448726,-0.060992,0.025675,-0.122121
6.136281,5.481325,-0.056623,0.021727,0.022099
6.136887,11.475842,-0.037648,0.025422,0.165688
6.137492,13.378138,-0.006501,0.025936,0.256679
6.138098,10.539222,0.024071,0.025537,0.263037
6.138704,3.891302,0.041491,0.027252,0.182653
6.139310,-4.085083,0.041293,0.027316,0.046198
6.139915,-10.590572,0.024493,0.030196,-0.098571
6.140521,-13.345641,-0.005684,0.028485,-0.202524
6.141127,-11.369720,-0.038654,0.028264,-0.228282
6.141732,-5.324625,-0.060279,0.026097,-0.166081
6.142338,2.594376,-0.065684,0.023032,-0.037774
6.142944,9.640314,-0.054584,0.020595,0.110613
6.143549,13.221809,-0.027658,0.015542,0.225694
6.144155,12.143146,0.007520,0.016391,0.265418
6.144761,6.681445,0.034862,0.017916,0.215821
6.145366,-1.133239,0.046637,0.018652,0.095813
6.145972,-8.509325,0.041333,0.018637,-0.051115
6.146578,-12.860859,0.020098,0.017464,-0.175041
6.147184,-12.678859,-0.010818,0.015913,-0.232716
6.147789,-7.959142,-0.037339,0.012366,-0.202576
6.148395,-0.440225,-0.051240,0.008282,-0.094742
6.149001,7.272541,-0.050413,0.005759,0.052070
6.149606,12.375697,-0.034873,0.002815,0.185425
6.150212,13.091153,-0.006340,-0.000840,0.256682
6.150818,9.127452,0.021206,-0.001260,0.240436
6.151423,1.883791,0.037302,0.004027,0.143272
6.152029,-5.975584,0.038471,0.005472,0.001997
6.152635,-11.699858,0.025744,0.004532,-0.134765
6.153240,-13.294014,0.001596,0.004062,-0.219483
6.153846,-10.153030,-0.022426,0.004349,-0.221040
6.154452,-3.399545,-0.036509,0.002256,-0.137480
6.155058,4.564526,-0.037840,-0.000196,0.001607
6.155663,10.929679,-0.026521,-0.000952,0.147111
6.156269,13.381832,-0.002857,0.000221,0.246701
6.156875,11.101982,0.023225,-0.002498,0.264645
6.157480,4.804327,0.039049,-0.005222,0.195158
6.158086,-3.152761,0.040066,-0.004994,0.065286
6.158692,-9.964492,0.027255,-0.003255,-0.078448
6.159297,-13.240095,0.003608,-0.003938,-0.186789
6.159903,-11.828509,-0.022562,-0.003594,-0.220560
6.160509,-6.174310,-0.038325,-0.002847,-0.166097
6.161114,1.652742,-0.039531,-0.002821,-0.042208
6.161720,8.947471,-0.026226,-0.003941,0.107493
6.162326,13.026870,-0.000340,-0.003312,0.229687
6.162932,12.513786,0.031630,-0.003578,0.280062
6.163537,7.496944,0.054575,-0.004939,0.241108
6.164143,-0.179235,0.060252,-0.003966,0.127833
6.164749,-7.748481,0.048000,-0.008112,-0.017623
6.165354,-12.558083,0.021280,-0.008378,-0.145684
6.165960,-12.939129,-0.013934,-0.009486,-0.211489
6.166566,-8.690027,-0.043248,-0.010662,-0.190649
6.167171,-1.368397,-0.057289,-0.014346,-0.089370
6.167777,6.474694,-0.053805,-0.014572,0.056288
6.168383,12.013709,-0.033507,-0.012532,0.194377
6.168988,13.288768,0.000284,-0.016922,0.274658
6.169594,9.839157,0.033290,-0.014766,0.268192
6.170200,2.847058,0.053116,-0.014544,0.177564
6.170806,-5.096142,0.054932,-0.014266,0.036964
6.171411,-11.209985,0.039753,-0.012859,-0.105066
6.172017,-13.358538,0.010138,-0.011876,-0.199954
6.172623,-10.757420,-0.022223,-0.012585,-0.213751
6.173228,-4.315362,-0.045305,-0.010880,-0.140513
6.173834,3.653762,-0.054184,-0.009678,-0.006235
6.174440,10.362743,-0.047504,-0.009424,0.141000
6.175045,13.354762,-0.025396,-0.012090,0.248022
6.175651,11.636126,0.004242,-0.014050,0.275868
6.176257,5.710742,0.027050,-0.014779,0.214585
6.176863,-2.205193,0.036595,-0.015630,0.087333
6.177468,-9.306365,0.031860,-0.016052,-0.060436
6.178074,-13.101530,0.014377,-0.015290,-0.179253
6.178680,-12.269381,-0.009139,-0.016597,-0.227547
6.179285,-7.040523,-0.026705,-0.020580,-0.187694
6.179891,0.661469,-0.032604,-0.021636,-0.074007
6.180497,8.174648,-0.025943,-0.019429,0.072561
6.181102,12.745266,-0.007684,-0.017371,0.198923
6.181708,12.809149,0.018935,-0.017854,0.258799
6.182314,8.271650,0.040095,-0.017080,0.230668
6.182919,0.774574,0.047319,-0.014821,0.125439
6.183525,-6.954567,0.039675,-0.014718,-0.017489
6.184131,-12.209035,0.019535,-0.016658,-0.148780
6.184737,-13.163278,-0.008369,-0.013727,-0.222880
6.185342,-9.421838,-0.031384,-0.016554,-0.212522
6.185948,-2.345551,-0.040489,-0.017970,-0.119928
6.186554,5.579829,-0.034028,-0.014753,0.021576
6.187159,11.524760,-0.013892,-0.012144,0.161637
6.187765,13.356851,0.018028,-0.011910,0.248912
6.188371,10.447625,0.049228,-0.009235,0.251753
6.188976,3.758322,0.066795,-0.008013,0.169306
6.189582,-4.216614,0.066282,-0.009888,0.032545
6.190188,-10.678379,0.049101,-0.011081,-0.110569
6.190793,-13.364150,0.018804,-0.012979,-0.210916
6.191399,-11.313911,-0.013542,-0.015283,-0.231925
