time (s), HAT0_ch0 velocity (mm/s), HAT0_ch1 velocity (mm/s), HAT1_ch0 velocity (mm/s), HAT1_ch1 velocity (mm/s)
0.000000,-178.033365,0.811821,0.016707,-1.690359
0.000606,-183.339740,0.805216,0.016919,-1.784034
0.001211,-188.665336,0.780854,0.017507,-1.907129
0.001817,-191.349627,0.742170,0.017825,-2.009656
0.002423,-189.664552,0.694863,0.016926,-2.048851
0.003028,-183.341805,0.654078,0.015342,-2.001334
0.003634,-173.861553,0.631130,0.013909,-1.874856
0.004240,-163.771862,0.626471,0.014843,-1.706237
0.004846,-155.870691,0.638223,0.015373,-1.546916
0.005451,-152.197327,0.663296,0.016250,-1.446063
0.006057,-153.259966,0.688347,0.016170,-1.431697
0.006663,-157.958419,0.698131,0.017121,-1.500252
0.007268,-163.731108,0.689330,0.018270,-1.617578
0.007874,-167.802192,0.664263,0.014851,-1.734198
0.008480,-167.988339,0.625561,0.016038,-1.803026
0.009085,-163.449167,0.583393,0.016376,-1.791220
0.009691,-155.003244,0.552700,0.014476,-1.694022
0.010297,-144.948608,0.537513,0.014829,-1.538269
0.010902,-136.041891,0.536782,0.015021,-1.371848
0.011508,-130.782985,0.549978,0.013819,-1.246810
0.012114,-130.233145,0.570732,0.011621,-1.201252
0.012720,-133.950711,0.582242,0.013046,-1.244205
0.013325,-139.780549,0.578094,0.007956,-1.351983
0.013931,-144.923191,0.559716,0.006333,-1.478720
0.014537,-146.863360,0.529651,0.004650,-1.575391
0.015142,-144.222005,0.493604,0.004882,-1.602191
0.015748,-137.150031,0.464996,0.003611,-1.542477
0.016354,-127.517958,0.450827,0.005325,-1.411306
0.016959,-117.976697,0.450377,0.001090,-1.250036
0.017565,-111.270887,0.461736,-0.003411,-1.110401
0.018171,-109.052814,0.481573,-0.004925,-1.036901
0.018776,-111.461819,0.495515,-0.004225,-1.050234
0.019382,-116.940779,0.492736,-0.001465,-1.138434
0.019988,-122.775560,0.474383,-0.000847,-1.261969
0.020594,-126.260182,0.444222,-0.001654,-1.371324
0.021199,-125.510689,0.405450,-0.001844,-1.422346
0.021805,-120.072615,0.370833,0.000254,-1.389098
0.022411,-111.219402,0.352044,-0.002402,-1.274743
0.023016,-101.436701,0.349587,-0.001582,-1.113293
0.023622,-93.513443,0.361010,0.000698,-0.955171
0.024228,-89.656690,0.384549,0.001378,-0.850269
0.024833,-90.544598,0.408764,0.006598,-0.829661
0.025439,-95.294614,0.417570,0.005535,-0.893598
0.026045,-101.450567,0.408462,0.003352,-1.010923
0.026651,-106.221414,0.384515,0.002063,-1.133072
0.027256,-107.302962,0.348808,0.002088,-1.212042
0.027862,-103.683897,0.309940,-0.000988,-1.212975
0.028468,-95.964644,0.283342,-0.003826,-1.127623
0.029073,-86.332075,0.273506,-0.001350,-0.979096
0.029679,-77.511640,0.279128,-0.002240,-0.813918
0.030285,-72.105822,0.298582,-0.004545,-0.684591
0.030890,-71.362088,0.324781,-0.003288,-0.631841
0.031496,-75.029791,0.340942,-0.004418,-0.668388
0.032102,-81.127335,0.339207,-0.004811,-0.774140
0.032707,-86.865413,0.320960,-0.001855,-0.904943
0.033313,-89.652014,0.289180,-0.000867,-1.010759
0.033919,-87.940851,0.249364,0.002400,-1.050416
0.034525,-81.681975,0.216521,0.004437,-1.003503
0.035130,-72.572088,0.199536,0.003054,-0.881308
0.035736,-63.222870,0.198983,0.003369,-0.722818
0.036342,-56.410651,0.213030,0.004887,-0.579504
0.036947,-53.979959,0.238671,0.004582,-0.498052
0.037553,-56.242018,0.261774,0.004548,-0.502785
0.038159,-61.854864,0.269198,-0.000787,-0.585456
0.038764,-68.161811,0.259314,-0.006641,-0.709387
0.039370,-72.418090,0.234766,-0.006894,-0.824688
0.039976,-72.590697,0.198300,-0.006492,-0.886160
0.040581,-68.042150,0.161687,-0.009813,-0.864598
0.041187,-59.831436,0.137701,-0.009334,-0.759555
0.041793,-50.368906,0.128817,-0.010562,-0.601894
0.042399,-42.430784,0.134217,-0.013130,-0.441188
0.043004,-38.374547,0.152503,-0.013209,-0.328466
0.043610,-39.057927,0.175308,-0.015061,-0.298530
0.044216,-43.809884,0.186255,-0.018270,-0.355727
0.044821,-50.303132,0.181362,-0.017549,-0.472738
0.045427,-55.737801,0.162459,-0.017604,-0.602119
0.046033,-57.701471,0.132497,-0.018645,-0.695019
0.046638,-55.009132,0.098200,-0.019547,-0.714489
0.047244,-48.046612,0.074078,-0.023815,-0.647864
0.047850,-38.863822,0.065132,-0.024251,-0.514707
0.048455,-30.153813,0.069801,-0.025213,-0.358710
0.049061,-24.596561,0.085932,-0.028822,-0.231921
0.049667,-23.630588,0.109199,-0.030992,-0.176780
0.050273,-27.190056,0.123787,-0.033852,-0.209812
0.050878,-33.485534,0.120930,-0.033963,-0.314452
0.051484,-39.752603,0.102164,-0.030075,-0.448880
0.052090,-43.338658,0.071486,-0.029755,-0.563206
0.052695,-42.534687,0.034028,-0.029557,-0.614698
0.053301,-37.099540,0.003424,-0.025975,-0.580419
0.053907,-28.539494,-0.009494,-0.027458,-0.467976
0.054512,-19.414139,-0.005204,-0.022079,-0.313955
0.055118,-12.517432,0.013340,-0.020781,-0.169198
0.055724,-9.870266,0.042690,-0.020771,-0.082310
0.056329,-11.955833,0.069802,-0.016402,-0.080349
0.056935,-17.646965,0.079703,-0.016799,-0.159122
0.057541,-24.365189,0.070767,-0.017517,-0.284420
0.058147,-29.337616,0.045873,-0.019090,-0.406871
0.058752,-30.395223,0.008468,-0.023332,-0.480168
0.059358,-26.723250,-0.029968,-0.023748,-0.472449
0.059964,-19.165791,-0.054514,-0.024561,-0.379999
0.060569,-10.042059,-0.061083,-0.023311,-0.230204
0.061175,-2.109239,-0.051062,-0.023050,-0.071746
0.061781,2.145498,-0.025991,-0.027115,0.043670
0.062386,1.682558,0.006123,-0.025650,0.078243
0.062992,-3.029187,0.028005,-0.020211,0.023961
0.063598,-9.811270,0.032664,-0.018694,-0.094694
0.064204,-15.860958,0.020421,-0.021612,-0.231514
0.064809,-18.670444,-0.005932,-0.025807,-0.336695
0.065415,-16.881986,-0.040646,-0.024429,-0.370598
0.066021,-10.671645,-0.069220,-0.025925,-0.316872
0.066626,-1.935258,-0.084029,-0.025336,-0.191041
0.067232,6.667453,-0.084995,-0.027272,-0.034788
0.067838,12.398756,-0.072879,-0.027184,0.099690
0.068443,13.624468,-0.050555,-0.027637,0.167378
0.069049,10.231615,-0.031980,-0.030946,0.147767
0.069655,3.802841,-0.027587,-0.030123,0.052945
0.070260,-2.936436,-0.037286,-0.028472,-0.077898
0.070866,-7.283987,-0.058430,-0.025607,-0.195117
0.071472,-7.372031,-0.087654,-0.026458,-0.254653
0.072078,-2.770446,-0.113433,-0.026603,-0.230713
0.072683,5.222058,-0.125263,-0.028930,-0.126809
0.073289,14.103233,-0.123296,-0.029125,0.023638
0.073895,21.086386,-0.110072,-0.028416,0.170563
0.074500,23.978197,-0.086932,-0.029353,0.264612
0.075106,22.123597,-0.064777,-0.029661,0.275372
0.075712,16.432097,-0.058299,-0.027795,0.203213
0.076317,9.377762,-0.069925,-0.031012,0.079228
0.076923,3.750538,-0.095501,-0.031206,-0.048020
0.077529,1.843376,-0.130941,-0.031613,-0.131243
0.078134,4.644324,-0.166619,-0.032943,-0.136530
0.078740,11.529588,-0.188039,-0.033500,-0.056585
0.079346,20.290599,-0.191320,-0.034366,0.084626
0.079952,28.200416,-0.177536,-0.037103,0.240288
0.080557,32.667906,-0.150170,-0.038130,0.357765
0.081163,32.464829,-0.116564,-0.037908,0.397368
0.081769,27.869641,-0.094590,-0.037550,0.347332
0.082374,20.884951,-0.092500,-0.038969,0.229021
0.082980,14.304962,-0.108882,-0.035963,0.087193
0.083586,10.711929,-0.140278,-0.038717,-0.027862
0.084191,11.632326,-0.180733,-0.036547,-0.074920
0.084797,17.089782,-0.214996,-0.033510,-0.034474
0.085403,25.363826,-0.233555,-0.035077,0.081753
0.086008,33.833993,-0.234519,-0.035007,0.234128
0.086614,39.732076,-0.219163,-0.036406,0.370917
0.087220,41.232167,-0.190196,-0.037685,0.444593
0.087826,38.049138,-0.161917,-0.037382,0.431222
0.088431,31.551085,-0.148006,-0.035506,0.338992
0.089037,24.406611,-0.150390,-0.035320,0.205215
0.089643,19.354127,-0.166417,-0.035401,0.079220
0.090248,18.411330,-0.193540,-0.036001,0.006724
0.090854,22.189664,-0.222150,-0.037293,0.016490
0.091460,29.605948,-0.239661,-0.033698,0.108970
0.092065,38.231238,-0.243809,-0.033967,0.253955
0.092671,45.294899,-0.234788,-0.033007,0.402007
0.093277,48.451903,-0.213586,-0.031526,0.502749
0.093882,46.869180,-0.188281,-0.029824,0.522312
0.094488,41.244831,-0.175123,-0.028284,0.456658
0.095094,33.922519,-0.177662,-0.028032,0.333776
0.095700,27.702006,-0.193257,-0.025146,0.200747
0.096305,24.983186,-0.218345,-0.022856,0.105660
0.096911,26.929203,-0.246339,-0.022974,0.084376
0.097517,33.131090,-0.263365,-0.020468,0.148250
0.098122,41.517571,-0.264751,-0.016554,0.277305
0.098728,49.392953,-0.252401,-0.019425,0.427028
0.099334,54.090333,-0.228115,-0.016046,0.545716
0.099939,54.188735,-0.197765,-0.014361,0.591631
0.100545,49.780692,-0.177032,-0.013517,0.549264
0.101151,42.675317,-0.175318,-0.016391,0.435949
0.101757,35.641645,-0.190813,-0.019449,0.294529
0.102362,31.322731,-0.219055,-0.021524,0.175058
0.102968,31.407991,-0.254552,-0.019275,0.119739
0.103574,36.114307,-0.283429,-0.014955,0.150949
0.104179,43.915256,-0.295591,-0.016038,0.260434
0.104785,52.237536,-0.290561,-0.017499,0.411161
0.105391,58.303521,-0.270382,-0.018464,0.551778
0.105996,60.104313,-0.237875,-0.016131,0.633856
0.106602,57.184195,-0.206647,-0.014981,0.629761
0.107208,50.693928,-0.192482,-0.016019,0.544215
0.107813,43.222006,-0.197132,-0.017331,0.411581
0.108419,37.535073,-0.217107,-0.020101,0.280962
0.109025,35.788077,-0.249824,-0.019573,0.198936
0.109631,38.769913,-0.284276,-0.021128,0.197097
0.110236,45.615453,-0.305940,-0.019688,0.279503
0.110842,53.985648,-0.311100,-0.016487,0.419008
0.111448,61.129704,-0.300328,-0.016703,0.567735
0.112053,64.573196,-0.274997,-0.013711,0.674195
0.112659,63.299338,-0.242580,-0.010125,0.701303
0.113265,57.805067,-0.220535,-0.011548,0.641252
0.113870,50.284453,-0.215776,-0.010813,0.518236
0.114476,43.539561,-0.226621,-0.012693,0.378488
0.115082,40.064427,-0.251062,-0.010537,0.270580
0.115687,41.194076,-0.283073,-0.010453,0.233402
0.116293,46.727070,-0.307955,-0.007126,0.282493
0.116899,54.747324,-0.318385,-0.004490,0.401652
0.117505,62.591886,-0.314232,-0.003743,0.548490
0.118110,67.538770,-0.297076,-0.003840,0.670875
0.118716,67.973926,-0.269955,-0.001122,0.724639
0.119322,63.812060,-0.248125,0.000315,0.690428
0.119927,56.659159,-0.241494,0.004602,0.581693
0.120533,49.245507,-0.249873,0.006221,0.438315
0.121139,44.261237,-0.269993,0.008636,0.310354
0.121744,43.553288,-0.299004,0.009469,0.242109
0.122350,47.523589,-0.324584,0.012301,0.259464
0.122956,54.851060,-0.335178,0.013448,0.358085
0.123561,63.019999,-0.330596,0.016058,0.504177
0.124167,69.256691,-0.313583,0.019084,0.646899
0.124773,71.384338,-0.286333,0.021559,0.736476
0.125379,68.776456,-0.259231,0.022342,0.742440
0.125984,62.369538,-0.247343,0.019730,0.664904
0.126590,54.650486,-0.252730,0.021634,0.535071
0.127196,48.403881,-0.271883,0.022180,0.401243
0.127801,45.905611,-0.301233,0.023140,0.310454
0.128407,48.117454,-0.331934,0.025603,0.296372
0.129013,54.389532,-0.348721,0.024019,0.366931
0.129618,62.493892,-0.347960,0.023898,0.497899
0.130224,69.704729,-0.331793,0.023645,0.642925
0.130830,73.445817,-0.302576,0.020373,0.750475
0.131435,72.513599,-0.267257,0.020928,0.781216
0.132041,67.215135,-0.243404,0.024744,0.724271
0.132647,59.574876,-0.238133,0.027912,0.600928
0.133253,52.388200,-0.250430,0.033551,0.455497
0.133858,48.226746,-0.277157,0.031965,0.338084
0.134464,48.593785,-0.312454,0.032040,0.289323
0.135070,53.486079,-0.340746,0.030705,0.328258
0.135675,61.159116,-0.352302,0.029790,0.442203
0.136281,68.981521,-0.346823,0.033827,0.590754
0.136887,74.199442,-0.326418,0.032492,0.721661
0.137492,75.002927,-0.293597,0.033682,0.788088
0.138098,71.137725,-0.262973,0.029813,0.766634
0.138704,63.997228,-0.247673,0.029146,0.666381
0.139310,56.262203,-0.249174,0.029292,0.525608
0.139915,50.663120,-0.265439,0.027261,0.394026
0.140521,49.200403,-0.293653,0.029559,0.317461
0.141127,52.456441,-0.322208,0.031399,0.324762
0.141732,59.325470,-0.337655,0.031354,0.416092
0.142338,67.354638,-0.338094,0.032929,0.559981
0.142944,73.783345,-0.325493,0.036820,0.706441
0.143549,76.279157,-0.300570,0.037957,0.804651
0.144155,74.035659,-0.271125,0.038575,0.820510
0.144761,67.780406,-0.253420,0.041361,0.750588
0.145366,59.876312,-0.251659,0.041974,0.622840
0.145972,53.124054,-0.263562,0.041714,0.484208
0.146578,49.911351,-0.286571,0.042412,0.383026
0.147184,51.375507,-0.314070,0.040757,0.355847
0.147789,57.081019,-0.330692,0.039413,0.414023
0.148395,64.930580,-0.331950,0.041130,0.537321
0.149001,72.223503,-0.320663,0.039995,0.681518
0.149606,76.305135,-0.297770,0.041313,0.794510
0.150212,75.773793,-0.267748,0.042532,0.834549
0.150818,70.752867,-0.246831,0.047027,0.786870
0.151423,63.077302,-0.243536,0.045778,0.668800
0.152029,55.524603,-0.256479,0.043836,0.523121
0.152635,50.730122,-0.281632,0.044211,0.399625
0.153240,50.363478,-0.313785,0.046115,0.340577
0.153846,54.613855,-0.338597,0.049262,0.367956
0.154452,61.929089,-0.346496,0.048850,0.473093
0.155058,69.718423,-0.338105,0.051512,0.617966
0.155663,75.214339,-0.315978,0.047815,0.751007
0.156269,76.420875,-0.282861,0.043044,0.824047
0.156875,72.912572,-0.252099,0.039512,0.810303
0.157480,65.867837,-0.238385,0.036231,0.715371
0.158086,57.892616,-0.243427,0.036224,0.574315
0.158692,51.750988,-0.264373,0.034993,0.436850
0.159297,49.582123,-0.297194,0.034425,0.349786
0.159903,52.148534,-0.329896,0.033175,0.344941
0.160509,58.556019,-0.347942,0.030533,0.425700
0.161114,66.444736,-0.348492,0.030514,0.563935
0.161720,73.063275,-0.333129,0.027650,0.710466
0.162326,75.950955,-0.302710,0.029877,0.813331
0.162932,74.114986,-0.265900,0.031266,0.835307
0.163537,68.081530,-0.240637,0.027547,0.768889
0.164143,60.069324,-0.233239,0.025736,0.638926
0.164749,52.883595,-0.242658,0.024855,0.491673
0.165354,49.009391,-0.266150,0.024134,0.376624
0.165960,49.757684,-0.297192,0.026682,0.332719
0.166566,54.900193,-0.320662,0.025469,0.375740
0.167171,62.495021,-0.329080,0.027291,0.489340
0.167777,69.870049,-0.322986,0.027352,0.631257
0.168383,74.312004,-0.303051,0.025875,0.749287
0.168988,74.224519,-0.272113,0.024935,0.799498
0.169594,69.550932,-0.245494,0.023747,0.762871
0.170200,61.924210,-0.234302,0.021751,0.652439
0.170806,54.085827,-0.238216,0.022768,0.508533
0.171411,48.721624,-0.254696,0.022599,0.381183
0.172017,47.660148,-0.280927,0.022135,0.313934
0.172623,51.278202,-0.303837,0.025209,0.331963
0.173228,58.226067,-0.312886,0.024054,0.430688
0.173834,65.974578,-0.307980,0.024479,0.575277
0.174440,71.748690,-0.290934,0.025310,0.714474
0.175045,73.390617,-0.263464,0.027439,0.799026
0.175651,70.298010,-0.235727,0.027143,0.798566
0.176257,63.436888,-0.222696,0.023121,0.714382
0.176863,55.312875,-0.226398,0.021596,0.578583
0.177468,48.708737,-0.243423,0.020354,0.439966
0.178074,45.887359,-0.270133,0.019326,0.345906
0.178680,47.784987,-0.296919,0.015895,0.330535
0.179285,53.723490,-0.309463,0.015094,0.400906
0.179891,61.452758,-0.305388,0.016444,0.532573
0.180497,68.244010,-0.286868,0.013812,0.677883
0.181102,71.533018,-0.256507,0.012795,0.784736
0.181708,70.139752,-0.221207,0.009158,0.813988
0.182314,64.400395,-0.198578,0.007787,0.754495
0.182919,56.365118,-0.196301,0.005396,0.627998
0.183525,48.834766,-0.212121,0.004664,0.479581
0.184131,44.372078,-0.241642,0.004034,0.358774
0.184737,44.458401,-0.277755,0.006216,0.306296
0.185342,49.062470,-0.304954,0.007951,0.340993
0.185948,56.413639,-0.314462,0.009121,0.450173
0.186554,63.873644,-0.306132,0.010986,0.593100
0.187159,68.688173,-0.281881,0.009847,0.717961
0.187765,69.073618,-0.245388,0.009191,0.778674
0.188371,64.796807,-0.211866,0.008456,0.752275
0.188976,57.283037,-0.195380,0.007720,0.648365
0.189582,49.221403,-0.197431,0.005591,0.505137
0.190188,43.340721,-0.215575,0.005334,0.372325
0.190793,41.622243,-0.246092,0.003093,0.295173
0.191399,44.625770,-0.277227,-0.000079,0.302083
0.192005,51.212612,-0.295641,-0.003831,0.392291
0.192611,58.924381,-0.298852,-0.002987,0.533794
0.193216,64.992352,-0.287962,-0.001639,0.676228
0.193822,67.105282,-0.262548,-0.001789,0.768486
0.194428,64.479781,-0.231329,-0.001500,0.777041
0.195033,57.870035,-0.210858,-0.002964,0.698750
0.195639,49.657910,-0.205554,-0.002856,0.562526
0.196245,42.642551,-0.213595,-0.004271,0.416125
0.196850,39.197456,-0.232835,-0.006117,0.307837
0.197456,40.437896,-0.256042,-0.006954,0.274301
0.198062,45.897879,-0.269626,-0.009624,0.327157
0.198667,53.464475,-0.269482,-0.010490,0.445701
0.199273,60.433302,-0.257136,-0.012135,0.585102
0.199879,64.157096,-0.234285,-0.012836,0.693337
0.200485,63.266393,-0.205422,-0.014260,0.728724
0.201090,57.905540,-0.185808,-0.011259,0.676451
0.201696,49.938147,-0.183631,-0.012344,0.554508
0.202302,42.142196,-0.196684,-0.012164,0.405394
0.202907,37.145243,-0.220497,-0.012282,0.278979
0.203513,36.592382,-0.249361,-0.013832,0.217188
0.204119,40.647639,-0.269558,-0.010884,0.241873
0.204724,47.729825,-0.271812,-0.009696,0.343907
0.205330,55.249285,-0.257164,-0.008724,0.485504
0.205936,60.431037,-0.229224,-0.012615,0.614987
0.206541,61.311670,-0.191323,-0.013015,0.684838
0.207147,57.485279,-0.157221,-0.016472,0.668995
0.207753,50.162207,-0.141848,-0.020279,0.573264
0.208359,41.957473,-0.146243,-0.023187,0.433255
0.208964,35.632221,-0.167362,-0.024112,0.298268
0.209570,33.304832,-0.200649,-0.024615,0.214560
0.210176,35.715960,-0.234739,-0.024348,0.213065
0.210781,41.937297,-0.254115,-0.025921,0.296640
0.211387,49.602946,-0.255480,-0.027365,0.436252
0.211993,55.952816,-0.239834,-0.024770,0.582557
0.212598,58.545801,-0.208616,-0.025207,0.683405
0.213204,56.416009,-0.170536,-0.029229,0.702351
0.213810,50.115509,-0.143454,-0.029164,0.632652
0.214416,41.884093,-0.134224,-0.029462,0.499509
0.215021,34.526734,-0.141169,-0.032948,0.350189
0.215627,30.515114,-0.162591,-0.033188,0.233838
0.216233,31.138621,-0.192512,-0.036175,0.189149
0.216838,36.137693,-0.215523,-0.037474,0.231543
0.217444,43.550923,-0.224342,-0.038756,0.344509
0.218050,50.703643,-0.219679,-0.041698,0.484894
0.218655,54.880756,-0.202302,-0.043916,0.600531
0.219261,54.523968,-0.174533,-0.044514,0.647307
0.219867,49.592627,-0.150815,-0.046602,0.606388
0.220472,41.753353,-0.141723,-0.048641,0.491431
0.221078,33.749862,-0.146775,-0.049689,0.343139
0.221684,28.265063,-0.162998,-0.049789,0.211116
0.222290,27.103456,-0.186948,-0.051432,0.138980
0.222895,30.619378,-0.206830,-0.054027,0.152253
0.223501,37.429852,-0.211942,-0.058611,0.245960
0.224107,45.007331,-0.203068,-0.055839,0.385503
0.224712,50.563845,-0.183118,-0.057461,0.519895
0.225318,51.972620,-0.153835,-0.058582,0.600170
0.225924,48.650875,-0.125715,-0.060222,0.596830
0.226529,41.595473,-0.114382,-0.058418,0.511363
0.227135,33.323265,-0.121139,-0.060693,0.376202
0.227741,26.617700,-0.142051,-0.063432,0.239720
0.228346,23.720746,-0.173093,-0.062623,0.148932
0.228952,25.550082,-0.203913,-0.059045,0.137034
0.229558,31.389645,-0.219154,-0.059067,0.210359
0.230164,38.986593,-0.215927,-0.056428,0.342879
0.230769,45.600487,-0.196946,-0.058352,0.487306
0.231375,48.680914,-0.164251,-0.060820,0.591074
0.231981,47.081002,-0.125430,-0.057154,0.615345
0.232586,41.154531,-0.098185,-0.055428,0.550156
0.233192,32.980275,-0.090849,-0.056569,0.417838
0.233798,25.356398,-0.101686,-0.053684,0.263983
0.234403,20.836670,-0.127022,-0.051963,0.138588
0.235009,20.877747,-0.160679,-0.054149,0.082721
0.235615,25.420843,-0.187048,-0.052342,0.114808
0.236220,32.671130,-0.196333,-0.051327,0.221827
0.236826,39.992287,-0.189366,-0.054655,0.362950
0.237432,44.621094,-0.167342,-0.054634,0.485740
0.238038,44.814593,-0.132759,-0.058233,0.544028
0.238643,40.354859,-0.100669,-0.060121,0.515179
0.239249,32.701727,-0.084807,-0.061730,0.408860
0.239855,24.548297,-0.085641,-0.063145,0.263325
0.240460,18.623284,-0.100726,-0.064761,0.128087
0.241066,16.883514,-0.127226,-0.068704,0.048731
0.241672,19.868842,-0.153579,-0.071594,0.053534
0.242277,26.403502,-0.166321,-0.075389,0.140904
0.242883,34.033286,-0.164264,-0.074310,0.279766
0.243489,39.969473,-0.149638,-0.071141,0.419720
0.244094,41.930120,-0.122283,-0.072867,0.510244
0.244700,39.152613,-0.091168,-0.072934,0.518630
0.245306,32.419535,-0.072463,-0.074967,0.442443
0.245912,24.129852,-0.070653,-0.071621,0.310556
0.246517,17.081849,-0.083006,-0.069009,0.170491
0.247123,13.633612,-0.106582,-0.065615,0.070257
0.247729,14.880517,-0.133622,-0.064245,0.045216
0.248334,20.321928,-0.149281,-0.062130,0.105698
0.248940,27.835851,-0.149684,-0.060792,0.229910
0.249546,34.710265,-0.136719,-0.061132,0.372340
0.250151,38.302228,-0.111949,-0.060971,0.480471
0.250757,37.278528,-0.079849,-0.059060,0.513356
0.251363,31.798223,-0.056629,-0.055822,0.456812
0.251969,23.757153,-0.051539,-0.051000,0.329688
0.252574,15.932006,-0.062432,-0.049889,0.175724
0.253180,10.944346,-0.084796,-0.046178,0.044932
0.253786,10.415832,-0.113442,-0.044449,-0.020220
0.254391,14.485715,-0.134806,-0.044151,0.001974
0.254997,21.543410,-0.139025,-0.045398,0.102144
0.255603,29.004114,-0.127398,-0.046237,0.242155
0.256208,34.078543,-0.103175,-0.043348,0.370363
0.256814,34.844827,-0.069348,-0.042677,0.439387
0.257420,30.910021,-0.039132,-0.039848,0.422989
0.258025,23.518776,-0.026860,-0.036790,0.327038
0.258631,15.292056,-0.033484,-0.030952,0.187076
0.259237,8.989935,-0.055001,-0.028291,0.052036
0.259843,6.708649,-0.087141,-0.027335,-0.031804
0.260448,9.168978,-0.118254,-0.026613,-0.033941
0.261054,15.406846,-0.133678,-0.028564,0.047779
0.261660,23.056425,-0.131014,-0.025858,0.184726
0.262265,29.343240,-0.112311,-0.023660,0.327417
0.262871,31.848123,-0.078744,-0.018642,0.424647
0.263477,29.630438,-0.039236,-0.019032,0.440620
0.264082,23.266384,-0.012620,-0.019774,0.369312
0.264688,15.017033,-0.005335,-0.020865,0.236852
0.265294,7.686781,-0.015061,-0.018630,0.090057
0.265899,3.733476,-0.039541,-0.016275,-0.022118
0.266505,4.425070,-0.071858,-0.014524,-0.061054
0.267111,9.470774,-0.096771,-0.014786,-0.012691
0.267717,16.893672,-0.106709,-0.012251,0.105129
0.268322,24.016308,-0.101703,-0.012494,0.248593
0.268928,28.122788,-0.082432,-0.013801,0.365012
0.269534,27.691580,-0.052080,-0.013261,0.410356
0.270139,22.698390,-0.025863,-0.013820,0.366548
0.270745,14.842358,-0.014244,-0.013336,0.247764
0.271351,6.867281,-0.017096,-0.011023,0.095482
0.271956,1.451295,-0.031787,-0.012125,-0.040024
0.272562,0.374558,-0.055110,-0.009049,-0.114566
0.273168,3.968045,-0.075269,-0.006816,-0.103188
0.273773,10.818260,-0.081663,-0.008038,-0.010875
0.274379,18.398753,-0.075250,-0.007014,0.127424
0.274985,23.911489,-0.058398,-0.004862,0.260874
0.275591,25.262204,-0.031811,-0.006677,0.340766
0.276196,21.886725,-0.006349,-0.005705,0.337493
0.276802,14.813254,0.003673,-0.007949,0.252991
0.277408,6.571420,-0.002935,-0.009306,0.119577
0.278013,-0.057483,-0.022280,-0.010697,-0.014989
0.278619,-2.850918,-0.050397,-0.012704,-0.103792
0.279225,-0.912857,-0.077442,-0.010306,-0.114093
0.279830,5.006664,-0.088912,-0.012434,-0.040358
0.280436,12.645749,-0.082462,-0.015305,0.091787
0.281042,19.254348,-0.061482,-0.011358,0.234565
0.281647,22.297585,-0.028013,-0.013127,0.336212
0.282253,20.656604,0.009906,-0.013203,0.358580
0.282859,14.710274,0.034418,-0.008253,0.292732
0.283465,6.563422,0.037900,-0.008762,0.161269
0.284070,-0.985358,0.022605,-0.006599,0.010385
0.284676,-5.392632,-0.007322,-0.005407,-0.110502
0.285282,-5.225071,-0.045099,-0.004425,-0.160583
0.285887,-0.570954,-0.074394,-0.004697,-0.122430
0.286493,6.750000,-0.085900,-0.004762,-0.010201
0.287099,14.097950,-0.079602,-0.004984,0.134120
0.287704,18.708217,-0.056978,-0.004629,0.257983
0.288310,18.869758,-0.020977,-0.003471,0.315130
0.288916,14.386462,0.012450,-0.001956,0.283343
0.289522,6.750781,0.029788,-0.000963,0.173313
0.290127,-1.335527,0.030452,-0.000683,0.024127
0.290733,-7.147401,0.016306,-0.001358,-0.114392
0.291339,-8.750776,-0.009982,-0.004544,-0.196281
0.291944,-5.629350,-0.036532,-0.005153,-0.193357
0.292550,1.006844,-0.050472,-0.006053,-0.106928
0.293156,8.697021,-0.050218,-0.006366,0.030933
0.293761,14.642253,-0.037280,-0.008113,0.169906
0.294367,16.586936,-0.011703,-0.003755,0.259906
0.294973,13.791470,0.016979,-0.002440,0.267822
0.295578,7.070504,0.032958,-0.001892,0.191746
0.296184,-1.157871,0.033087,-0.002977,0.060897
0.296790,-8.095051,0.020469,-0.004823,-0.077209
0.297396,-11.398082,-0.002583,-0.005865,-0.175072
0.298001,-9.993970,-0.028452,-0.005091,-0.197009
0.298607,-4.415840,-0.043077,-0.006555,-0.133612
0.299213,3.197242,-0.041777,-0.007240,-0.006947
0.299818,10.124446,-0.027231,-0.008021,0.137388
0.300424,13.730682,-0.001562,-0.007383,0.247052
0.301030,12.710063,0.030307,-0.009229,0.281464
0.301635,7.244984,0.051691,-0.009645,0.227006
0.302241,-0.741044,0.054938,-0.010006,0.102767
0.302847,-8.466565,0.041886,-0.009360,-0.047602
0.303452,-13.316187,0.016279,-0.009608,-0.174117
0.304058,-13.689542,-0.016042,-0.007994,-0.234822
0.304664,-9.473562,-0.040611,-0.007793,-0.208670
0.305270,-2.304771,-0.047356,-0.008295,-0.106003
0.305875,5.226732,-0.037726,-0.010893,0.034509
0.306481,10.327543,-0.014029,-0.009270,0.160831
0.307087,11.103302,0.021079,-0.007487,0.225657
0.307692,7.182193,0.053211,-0.005000,0.203648
0.308298,-0.158596,0.068078,-0.005333,0.101921
0.308904,-8.287053,0.064634,-0.007924,-0.043326
0.309509,-14.445079,0.046105,-0.005399,-0.182237
0.310115,-16.555835,0.015964,-0.005140,-0.267949
0.310721,-13.922502,-0.014159,-0.003590,-0.270250
0.311326,-7.541448,-0.029764,-0.002948,-0.186980
