time (s), ch0 acceleration (g), ch1 acceleration (g)
0.874377,0.036328,0.767247
0.875374,0.000271,0.000745
0.876371,1.205811,-0.598467
0.877368,0.000072,0.000381
0.878365,1.280669,-1.412217
0.879362,0.000329,0.000146
0.880359,0.183227,-0.920082
0.881356,-0.000117,0.000711
0.882353,-1.096044,0.388568
0.883350,0.000006,0.000492
0.884347,-1.350909,1.354214
0.885344,-0.000042,0.000835
0.886341,-0.382568,1.086877
0.887338,0.000012,-0.000227
0.888335,0.928221,-0.179400
0.889332,0.000808,0.000662
0.890329,1.403639,-1.290300
0.891326,0.000417,0.000751
0.892323,-1.196912,1.412415
0.893320,0.000687,0.001087
0.894317,-0.031081,0.823327
0.895314,0.000248,0.001109
0.896311,1.167888,-0.528237
0.897308,0.000076,0.001064
0.898305,1.309386,-1.394375
0.899302,0.000631,0.000669
0.900299,0.252916,-0.969056
0.901296,0.000319,0.000540
0.902293,-1.050239,0.318292
0.903290,0.000755,0.000785
0.904287,-1.371012,1.327332
0.905284,0.000243,0.000364
0.906281,-0.446418,1.127798
0.907278,0.000279,0.001010
0.908275,0.876081,-0.107309
0.909272,0.000195,0.000451
0.910269,1.411467,-1.254766
0.911266,0.000748,0.000735
0.912263,0.658238,-1.230998
0.913260,0.000569,0.000797
0.914257,-0.711268,-0.101370
0.915254,0.001369,0.000772
0.916251,-1.422513,1.124020
0.917248,0.000541,0.000927
0.918245,-0.823255,1.331806
0.919242,0.000899,0.001267
0.920239,0.507765,0.322149
0.921236,0.000794,0.001167
0.922233,1.390661,-0.998062
0.923230,0.001052,0.000783
0.924227,1.006864,-1.385303
0.925224,0.000946,0.001176
0.926221,-0.304238,-0.510581
0.927218,0.000723,0.001213
0.928215,-1.343286,0.818609
0.929212,0.000433,0.000720
0.930209,-1.132236,1.414667
0.931206,0.000722,0.001555
0.932203,0.089967,0.719685
0.933200,0.000880,0.000828
0.934197,1.237888,-0.645623
0.935194,0.000925,0.000052
0.936191,1.263523,-1.414600
0.937188,0.000819,0.000359
0.938185,0.132611,-0.878861
0.939182,0.000981,0.000757
0.940179,-1.134207,0.436740
0.941176,0.000940,0.000934
0.942173,-1.341324,1.368144
0.943170,0.001010,0.000333
0.944167,-0.336889,1.054887
0.945165,0.000694,0.001182
0.946162,0.969115,-0.227968
0.947159,0.000698,0.000819
0.948156,1.403437,-1.310510
0.949153,0.001316,0.000913
0.950150,0.556581,-1.172412
0.951147,0.000900,0.001004
0.952144,-0.813379,0.013702
0.953141,0.000999,0.000881
0.954138,-1.426082,1.193686
0.955135,0.000936,0.000782
0.956132,-0.731009,1.291766
0.957129,0.001179,0.001406
0.958126,0.612769,0.208438
0.959123,0.001137,0.000909
0.960120,1.411260,-1.080126
0.961117,0.000129,0.001005
0.962114,0.922496,-1.359891
0.963111,0.000468,0.001386
0.964108,-0.417543,-0.406905
0.965105,-0.000214,0.000619
0.966102,-1.377138,0.909666
0.967099,0.000849,0.000952
0.968096,-1.058112,1.408796
0.969093,0.000772,0.000932
0.970090,0.203604,0.621512
0.971087,0.001064,0.000816
0.972084,1.289576,-0.748461
0.973081,0.000369,0.000893
0.974078,1.203022,-1.423610
0.975075,0.001097,0.000997
0.976072,0.014960,-0.790335
0.977069,0.000916,0.000796
0.978066,-1.198135,0.544226
0.979063,0.000787,0.001256
0.980060,-1.291498,1.396922
0.981057,0.001207,0.000575
0.982054,-0.221976,0.976235
0.983051,0.000891,0.000346
0.984048,1.047357,-0.344277
0.985045,0.000987,0.001391
0.986042,1.370112,-1.354030
0.987039,0.000847,0.000584
0.988036,0.441767,-1.104756
0.989033,0.000278,0.000600
0.990030,-0.904457,0.129391
0.991027,0.001244,0.000988
0.992024,-1.406170,1.253644
0.993021,0.000642,0.000706
0.994018,-0.622762,1.238991
0.995015,0.000923,0.000493
0.996012,0.713236,0.090097
0.997009,0.000581,0.000559
0.998006,-1.154157,0.471034
0.999003,0.000763,0.000523
