time (s), ch0 acceleration (g), ch1 acceleration (g)
0.121635,0.000484,0.000527
0.122632,-0.183019,-0.252451
0.123629,0.000448,0.001289
0.124626,-0.188932,-0.249762
0.125623,0.000150,0.001981
0.126620,-0.197366,-0.247552
0.127617,-0.000138,0.000478
0.128614,-0.205091,-0.248416
0.129611,-0.000122,0.000004
0.130608,-0.208952,-0.248123
0.131605,0.000669,0.001209
0.132602,-0.206003,-0.244911
0.133599,0.000318,0.000514
0.134596,-0.202667,-0.241083
0.135593,0.000791,0.000541
0.136590,-0.211055,-0.238789
0.137587,0.000452,-0.000013
0.138584,-0.222668,-0.239874
0.139581,0.000376,0.000607
0.140578,-0.228543,-0.241847
0.141575,-0.000102,0.001347
0.142572,-0.226287,-0.238878
0.143569,0.000191,-0.000247
0.144566,-0.222730,-0.233755
0.145563,0.000529,0.000639
0.146560,-0.230851,-0.231020
0.147557,0.000201,0.000769
0.148554,-0.238866,-0.230430
0.149551,0.000459,0.001019
0.150548,-0.237818,-0.233875
0.151545,0.000737,0.001055
0.152542,-0.236996,-0.233649
0.153539,0.000186,0.000320
0.154536,-0.241237,-0.234895
0.155533,0.000690,0.001054
0.156530,-0.240976,-0.235485
0.157527,0.001236,0.000203
0.158524,-0.240434,-0.237717
0.159521,0.000822,0.000749
0.160518,-0.238596,-0.238347
0.161515,0.000742,0.000962
0.162512,-0.233191,-0.238507
0.163509,0.001171,0.000302
0.164506,-0.235020,-0.234206
0.165503,0.000766,0.000261
0.166500,-0.237359,-0.232032
0.167498,-0.000061,0.000881
0.168495,-0.242987,-0.233764
0.169492,0.000889,0.000611
0.170489,-0.242404,-0.237769
0.171486,-0.000428,-0.000111
0.172483,-0.244092,-0.238885
0.173480,-0.000329,0.000517
0.174477,-0.247697,-0.240555
0.175474,0.000329,0.000018
0.176471,-0.248630,-0.238519
0.177468,0.000714,-0.000126
0.178465,-0.248137,-0.237284
0.179462,0.000088,0.000402
0.180459,-0.252072,-0.238228
0.181456,0.000416,0.000651
0.182453,-0.254133,-0.237604
0.183450,0.000346,0.000586
0.184447,-0.249583,-0.237013
0.185444,0.000068,0.000667
0.186441,-0.243857,-0.237296
0.187438,0.000529,0.000363
0.188435,-0.242928,-0.237008
0.189432,0.001078,0.000574
0.190429,-0.234825,-0.239212
0.191426,0.000176,0.000454
0.192423,-0.229442,-0.244323
0.193420,-0.000214,0.000647
0.194417,-0.219940,-0.244886
0.195414,0.000101,0.000229
0.196411,-0.217559,-0.247696
0.197408,0.000298,0.000115
0.198405,-0.231362,-0.250376
0.199402,-0.000073,0.001580
0.200399,-0.248571,-0.250819
0.201396,0.000021,0.001219
0.202393,-0.256302,-0.247977
0.203390,0.001344,0.000307
0.204387,-0.255569,-0.245728
0.205384,0.001541,0.001548
0.206381,-0.254762,-0.248161
0.207378,0.000403,0.000662
0.208375,-0.256712,-0.249621
0.209372,0.000776,-0.000204
0.210369,-0.251100,-0.060428
0.211366,0.000306,0.001057
0.212363,-0.250006,-0.054238
0.213360,0.000011,0.000645
0.214357,-0.255453,-0.052518
0.215354,0.000218,0.000209
0.216351,-0.242761,-0.055104
0.217348,-0.000530,-0.000135
0.218345,-0.262233,-0.055942
0.219342,0.000836,0.000148
0.220339,-0.308041,-0.057500
0.221336,0.000206,-0.000084
0.222333,-0.351256,-0.062538
0.223330,0.000818,0.000377
0.224327,-0.379011,-0.066828
0.225324,0.000651,-0.000103
0.226321,-0.390464,-0.070543
0.227318,0.000017,-0.000258
0.228315,-0.395445,-0.077027
0.229312,0.000398,0.000214
0.230309,-0.389685,-0.081514
0.231306,-0.000010,0.000166
0.232303,-0.382634,-0.080802
0.233300,0.000004,-0.000066
0.234297,-0.376781,-0.082992
0.235294,0.000099,-0.001018
0.236291,-0.371040,-0.085737
0.237288,-0.000642,0.000420
0.238285,-0.362804,-0.085517
0.239282,0.000211,0.000315
0.240279,-0.350340,-0.083765
0.241276,0.000477,0.000129
0.242273,-0.334502,-0.083003
0.243270,0.000319,0.000372
0.244267,-0.330168,-0.078319
0.245264,0.000425,0.000018
0.246261,-0.330679,-0.079284
0.247258,0.000783,0.000497
0.248255,-0.320915,-0.079751
0.249252,0.000756,0.000301
0.250249,-0.315084,-0.081335
0.251246,0.000571,0.000822
0.252243,-0.300230,-0.083009
0.253240,0.000407,0.000350
0.254237,-0.288236,-0.086494
0.255234,0.000350,0.000416
0.256231,-0.256582,-0.088771
0.257228,0.000376,0.000071
0.258225,-0.244336,-0.095979
0.259222,0.000030,0.000042
0.260219,-0.234676,-0.091893
0.261216,0.000777,0.000469
0.262213,-0.275584,-0.088925
0.263210,0.000472,0.000378
0.264207,-0.258722,-0.100659
0.265204,0.000417,0.000544
0.266201,-0.205151,-0.106329
0.267198,0.000903,0.000336
0.268195,-0.182259,-0.108116
0.269192,0.000002,0.000845
0.270189,-0.172915,-0.106001
0.271186,0.000004,-0.000033
0.272183,-0.161626,-0.106686
0.273180,0.000568,-0.000401
0.274177,-0.149033,-0.106578
0.275174,-0.000282,-0.000235
0.276171,-0.145509,-0.102155
0.277168,0.000575,0.000143
0.278166,-0.216602,-0.093483
0.279163,0.001687,0.000110
0.280160,-0.286163,-0.086111
0.281157,0.000458,0.000765
0.282154,-0.237058,-0.083392
0.283151,0.000075,0.000442
0.284148,-0.183262,-0.079085
0.285145,0.000208,0.000670
0.286142,-0.171842,-0.074267
0.287139,0.000470,0.000459
0.288136,-0.165590,-0.070764
0.289133,0.000277,-0.000300
0.290130,-0.167512,-0.066269
0.291127,0.000861,0.000522
0.292124,-0.144335,-0.067807
0.293121,0.001124,-0.000377
0.294118,-0.140856,-0.065743
0.295115,0.000493,-0.000088
0.296112,-0.127043,-0.062108
0.297109,0.000612,-0.000067
0.298106,-0.131261,-0.057269
0.299103,0.000272,0.000725
0.300100,-0.125437,-0.054352
0.301097,0.000549,0.000434
0.302094,-0.110691,-0.053154
0.303091,0.000679,0.001274
0.304088,-0.096807,-0.052456
0.305085,0.001499,-0.000243
0.306082,-0.088345,-0.049243
0.307079,0.000645,0.000107
0.308076,-0.082941,-0.042865
0.309073,0.000398,0.000333
0.310070,-0.075184,-0.036853
0.311067,0.000238,0.000185
0.312064,-0.070412,-0.033948
0.313061,0.000004,0.001195
0.314058,-0.066734,-0.033260
0.315055,0.000791,-0.000237
0.316052,-0.031517,-0.000329
0.317049,-0.000391,-0.089747
0.318046,-0.029033,0.000217
0.319043,0.000506,-0.089944
0.320040,-0.025190,0.000394
0.321037,0.000579,-0.090386
0.322034,-0.019574,0.000670
0.323031,-0.000162,-0.091977
0.324028,-0.014948,-0.000294
0.325025,0.000237,-0.092099
0.326022,-0.010601,0.000254
0.327019,0.000600,-0.092024
0.328016,-0.006725,-0.000181
0.329013,0.000042,-0.090581
0.330010,-0.002322,-0.000347
0.331007,0.001058,-0.086209
0.332004,0.003028,0.000321
0.333001,-0.000114,-0.080728
0.333998,0.008064,0.000577
0.334995,-0.000491,-0.073544
0.335992,0.012323,0.000468
0.336989,-0.000024,-0.066944
0.337986,0.017250,0.000915
0.338983,0.000600,-0.063764
0.339980,0.023101,0.000347
0.340977,0.000383,-0.060586
0.341974,0.027983,0.000339
0.342971,0.000372,-0.055915
0.343968,0.031812,0.000162
0.344965,0.000063,-0.050274
0.345962,0.034669,-0.000287
0.346959,0.000820,-0.044150
0.347956,0.037774,0.000317
0.348953,0.000402,-0.039539
0.349950,0.041313,-0.000131
0.350947,0.000085,-0.037782
0.351944,0.044458,-0.000320
0.352941,0.000096,-0.036699
0.353938,0.046923,0.000526
0.354935,-0.000295,-0.033074
0.355932,0.048033,0.000257
0.356929,0.000923,-0.028701
0.357926,0.048531,-0.000194
0.358923,0.000759,-0.026424
0.359920,0.048525,-0.000347
0.360917,0.000400,-0.025641
0.361914,0.049341,0.000535
0.362911,0.000001,-0.025125
0.363908,0.047075,0.000572
0.364905,0.000115,-0.026092
0.365902,0.043960,-0.000402
0.366899,0.000992,-0.024308
0.367896,0.041665,-0.001378
0.368893,0.000170,-0.023534
0.369890,0.040637,-0.000598
0.370887,0.000630,-0.023591
0.371884,0.041261,0.000107
0.372881,0.000311,-0.024191
0.373878,0.038285,0.000453
0.374875,-0.000584,-0.025728
0.375872,0.032207,0.000902
0.376869,0.000341,-0.029608
0.377866,0.028564,-0.000819
0.378863,0.000145,-0.032562
0.379860,0.024972,0.000642
0.380857,0.000042,-0.033467
0.381854,0.024211,0.000430
0.382851,0.000437,-0.031803
0.383848,0.010690,0.000478
0.384845,-0.000172,-0.027926
0.385842,0.008299,0.000610
0.386839,0.000520,-0.024305
0.387836,0.000265,-0.000886
0.388833,0.000208,-0.022806
0.389831,-0.009684,0.000728
0.390828,0.000186,-0.022044
0.391825,-0.031119,0.000035
0.392822,0.000383,-0.020238
0.393819,-0.053942,-0.000166
0.394816,-0.000532,-0.015450
0.395813,-0.057948,0.000612
0.396810,0.001489,-0.011827
0.397807,-0.056127,0.001495
0.398804,-0.000043,-0.012026
0.399801,-0.058453,0.000849
0.400798,-0.000219,-0.013423
0.401795,-0.068019,-0.001103
0.402792,0.000364,-0.015570
0.403789,-0.074239,0.000323
0.404786,0.000233,-0.015847
0.405783,-0.076451,0.000581
0.406780,0.000611,-0.014104
0.407777,-0.076690,0.000225
0.408774,0.000301,-0.012237
0.409771,-0.078794,0.000824
0.410768,0.001172,-0.009423
0.411765,-0.082378,0.000833
0.412762,0.000846,-0.007594
0.413759,-0.085384,-0.000412
0.414756,0.000237,-0.005884
0.415753,-0.084056,-0.000027
0.416750,0.000579,-0.007600
0.417747,-0.083642,0.000796
0.418744,-0.000311,-0.007890
0.419741,-0.087242,0.000107
0.420738,-0.007804,0.000467
0.421735,-0.000833,-0.004172
0.422732,-0.010869,-0.000073
0.423729,0.000123,-0.007911
0.424726,-0.014843,0.000007
0.425723,0.000493,-0.010927
0.426720,-0.017411,-0.000479
0.427717,0.000609,-0.013829
0.428714,-0.018494,0.000404
0.429711,0.000133,-0.014288
0.430708,-0.018253,-0.000291
0.431705,0.000076,-0.012255
0.432702,-0.015418,0.000049
0.433699,0.000674,-0.007258
0.434696,-0.014858,-0.000029
0.435693,-0.000113,-0.000222
0.436690,-0.016312,0.000647
0.437687,0.000417,0.008358
0.438684,-0.016786,0.000160
0.439681,-0.000331,0.014873
0.440678,-0.014607,0.000513
0.441675,-0.000348,0.019899
0.442672,-0.014677,0.000170
0.443669,-0.000144,0.024327
0.444666,-0.018486,0.000194
0.445663,0.000476,0.024449
0.446660,-0.022110,0.000262
0.447657,0.000634,0.024312
0.448654,-0.024725,-0.000114
0.449651,-0.000064,0.025356
0.450648,-0.025265,0.001103
0.451645,0.000657,0.027163
0.452642,-0.022903,-0.000682
0.453639,-0.000295,0.028875
0.454636,-0.021103,0.000294
0.455633,0.000229,0.030255
0.456630,-0.018483,0.000354
0.457627,0.000157,0.027106
0.458624,-0.015260,0.000436
0.459621,-0.000418,0.025379
0.460618,-0.012382,-0.000042
0.461615,0.000551,0.024947
0.462612,-0.010203,0.000635
0.463609,0.000516,0.026454
0.464606,-0.008547,0.000672
0.465603,-0.000393,0.028130
0.466600,-0.006835,0.000440
0.467597,-0.000348,0.030101
0.468594,-0.005288,0.000389
0.469591,0.000098,0.031824
0.470588,-0.002060,-0.001656
0.471585,0.000145,0.034382
0.472582,-0.001305,0.000352
0.473579,0.034223,0.000268
0.474576,0.000339,0.011822
0.475573,0.034132,0.000205
0.476570,0.000320,0.016429
0.477567,0.034579,-0.000016
0.478564,-0.000279,0.020963
0.479561,0.035077,0.000018
0.480558,0.000701,0.024296
0.481555,0.036198,0.000149
0.482552,0.000574,0.030080
0.483549,0.037829,-0.000230
0.484546,0.000578,0.033663
0.485543,0.037165,-0.000019
0.486540,-0.000620,0.025880
0.487537,0.036565,-0.000348
0.488534,0.000043,0.020440
0.489531,0.037310,0.000166
0.490528,0.000237,0.014520
0.491525,0.036887,0.000405
0.492522,0.000711,0.008537
0.493519,0.038060,0.000767
0.494516,0.000822,0.003790
0.495513,0.038099,0.000548
0.496510,0.000456,0.000899
0.497507,0.038074,0.000118
0.498504,0.000076,-0.005222
0.499501,0.038689,0.000299
0.500499,0.000634,-0.014797
0.501496,0.037386,0.000163
0.502493,-0.000217,-0.023241
0.503490,0.035936,-0.000333
0.504487,-0.000477,-0.025356
0.505484,0.035028,-0.000180
0.506481,-0.000003,-0.025496
0.507478,0.032719,-0.000114
0.508475,-0.000248,-0.027806
0.509472,0.032182,-0.000179
0.510469,-0.000059,-0.029999
0.511466,0.033737,0.000207
0.512463,0.000639,-0.030687
0.513460,0.032922,0.000003
0.514457,-0.000287,-0.029096
0.515454,0.030642,-0.000311
0.516451,-0.000864,-0.027786
0.517448,0.028912,0.000194
0.518445,0.000138,-0.024346
0.519442,0.027695,-0.000446
0.520439,-0.000444,-0.016860
0.521436,0.029715,0.000263
0.522433,-0.000208,-0.011666
0.523430,0.023502,0.000400
0.524427,-0.000588,-0.013792
0.525424,0.005799,0.000639
0.526421,0.000169,-0.018730
0.527418,-0.017175,0.000290
0.528415,0.001140,-0.014970
0.529412,-0.034882,0.000115
0.530409,0.000035,-0.007400
0.531406,-0.044518,0.000060
0.532403,0.000675,-0.001269
0.533400,-0.048776,-0.000815
0.534397,-0.000639,-0.003529
0.535394,-0.049886,0.000020
0.536391,0.000391,-0.007869
0.537388,-0.056690,0.000383
0.538385,0.000132,-0.009211
0.539382,-0.064140,-0.000509
0.540379,0.000907,-0.010100
0.541376,-0.068371,0.000042
0.542373,0.000088,-0.013318
0.543370,-0.069295,0.000630
0.544367,-0.000460,-0.015088
0.545364,-0.068960,-0.000489
0.546361,0.000717,-0.014029
0.547358,-0.070302,0.000324
0.548355,0.000509,-0.017077
0.549352,-0.072153,-0.000051
0.550349,0.000506,-0.020615
0.551346,-0.071266,0.000191
0.552343,0.000459,-0.023320
0.553340,-0.069162,0.000283
0.554337,0.000109,-0.021852
0.555334,-0.067776,-0.000308
0.556331,0.000702,-0.019737
0.557328,-0.066371,0.000186
0.558325,0.000934,-0.019365
0.559322,-0.061913,-0.000567
0.560319,0.000279,-0.020506
0.561316,-0.055988,0.000789
0.562313,0.000158,-0.019410
0.563310,-0.051535,0.000728
0.564307,0.000540,-0.016627
0.565304,-0.046954,-0.000594
0.566301,0.001288,-0.015324
0.567298,-0.039282,0.000104
0.568295,0.000163,-0.008668
0.569292,-0.030259,0.000442
0.570289,0.000685,-0.006414
0.571286,-0.019345,-0.000070
0.572283,-0.000380,-0.003922
0.573280,-0.009674,0.000565
0.574277,0.000086,-0.003673
0.575274,-0.001261,0.001012
0.576271,0.000037,-0.001678
0.577268,0.005327,0.000074
0.578265,0.003806,0.007950
0.579262,0.000456,0.000613
0.580259,0.004883,0.007049
0.581256,0.001098,-0.000486
0.582253,0.005575,0.009060
0.583250,-0.000053,0.000234
0.584247,0.006944,0.010537
0.585244,-0.000291,0.000017
0.586241,0.010287,0.009317
0.587238,0.000006,0.000170
0.588235,0.013258,0.007226
0.589232,-0.000447,0.000042
0.590229,0.014443,0.006111
0.591226,-0.000308,-0.000427
0.592223,0.013180,0.004185
0.593220,-0.000587,0.000529
0.594217,0.011885,0.005806
0.595214,0.000205,-0.000133
0.596211,0.014094,0.004381
0.597208,0.000565,0.000186
0.598205,0.013370,0.000487
0.599202,-0.000569,-0.000036
0.600199,0.008471,-0.000325
0.601196,0.001063,0.000386
0.602193,0.004122,-0.002153
0.603190,0.000675,0.000579
0.604187,0.003050,-0.003164
0.605184,0.000081,0.000221
0.606181,0.003687,-0.001157
0.607178,0.001136,0.000369
0.608175,0.003577,0.005618
0.609172,-0.000258,0.000208
0.610169,0.001362,0.008461
0.611167,-0.000554,0.000226
0.612164,-0.000791,0.005655
0.613161,-0.000390,-0.000601
0.614158,-0.002070,0.004934
0.615155,0.000205,0.000466
0.616152,0.000038,0.007023
0.617149,0.000022,0.000487
0.618146,0.002642,0.007276
0.619143,0.000658,-0.000772
0.620140,0.004766,0.007939
0.621137,0.000448,0.000044
0.622134,0.004746,0.009076
0.623131,0.000250,-0.000919
0.624128,0.003061,0.008471
0.625125,0.000246,-0.000109
0.626122,0.001488,0.009846
0.627119,0.000384,0.000894
0.628116,0.002835,0.013634
0.629113,0.000824,-0.000378
0.630110,0.006609,0.013779
0.631107,-0.000230,-0.000197
0.632104,0.006362,0.006984
0.633101,-0.000334,0.000673
0.634098,0.003225,0.004999
0.635095,-0.000560,0.000298
0.636092,0.001175,0.006327
0.637089,0.000099,0.000613
0.638086,0.001423,0.007582
0.639083,0.001176,0.000283
0.640080,0.002010,0.009512
0.641077,0.000392,-0.000570
0.642074,0.005021,0.008468
0.643071,-0.000489,-0.000255
0.644068,0.007075,0.005333
0.645065,-0.000027,-0.000279
0.646062,0.004268,-0.003413
0.647059,0.000174,-0.000251
0.648056,0.002922,-0.011547
0.649053,0.000552,0.000098
0.650050,0.004795,-0.013414
0.651047,0.000600,0.000172
0.652044,0.005859,-0.017121
0.653041,0.000864,-0.000382
0.654038,0.003355,-0.023833
0.655035,-0.000041,0.000461
0.656032,0.002311,-0.026541
0.657029,0.000402,-0.000757
0.658026,0.001745,-0.025032
0.659023,0.001034,-0.000342
0.660020,0.001828,-0.019357
0.661017,0.000938,0.000307
0.662014,-0.000444,-0.009604
0.663011,-0.000139,-0.000067
0.664008,0.001210,-0.004145
0.665005,0.000188,-0.000319
0.666002,0.003544,-0.005536
0.666999,0.000712,0.000802
0.667996,-0.001682,-0.005754
0.668993,0.000603,0.000481
0.669990,0.000198,0.001822
0.670987,0.000408,-0.000478
0.671984,0.000657,0.008085
0.672981,0.000014,-0.000462
0.673978,0.000138,0.010014
0.674975,-0.000184,-0.000048
0.675972,0.004597,0.011832
0.676969,0.000012,0.000478
0.677966,0.007273,0.012961
0.678963,0.000378,0.000194
0.679960,0.004847,0.013080
0.680957,0.000690,0.000583
0.681954,0.007962,0.017758
0.682951,-0.000683,0.000524
0.683948,0.020349,0.000056
0.684945,-0.000086,-0.006016
0.685942,0.013106,0.000633
0.686939,0.000625,-0.001697
0.687936,0.009838,-0.000259
0.688933,0.000524,0.001345
0.689930,0.005040,0.000357
0.690927,0.000064,0.001313
0.691924,-0.000265,-0.000257
0.692921,0.000497,0.002249
0.693918,-0.004361,-0.000716
0.694915,-0.000894,0.005178
0.695912,-0.009262,0.000328
0.696909,0.000374,0.005395
0.697906,-0.016162,0.000650
0.698903,-0.000078,0.002825
0.699900,-0.021518,-0.000176
0.700897,-0.000174,-0.000044
0.701894,-0.025096,0.000453
0.702891,-0.000301,-0.001544
0.703888,-0.026734,0.000706
0.704885,-0.000348,-0.000083
0.705882,-0.027616,0.000141
0.706879,0.000973,0.000892
0.707876,-0.027381,0.000112
0.708873,-0.000573,0.002177
0.709870,-0.024902,-0.000151
0.710867,-0.000695,0.003215
0.711864,-0.020500,0.000279
0.712861,0.000906,0.004762
0.713858,-0.016583,0.000521
0.714855,-0.000070,0.007227
0.715852,-0.014206,0.000051
0.716849,0.000160,0.009088
0.717846,-0.010534,0.000164
0.718843,0.000324,0.010833
0.719840,-0.005664,0.000028
0.720837,-0.000556,0.014342
0.721834,-0.000093,-0.000176
0.722832,-0.000722,0.013393
0.723829,0.004139,0.000154
0.724826,-0.000623,0.012203
0.725823,0.006907,0.000667
0.726820,-0.000055,0.012190
0.727817,0.007884,0.000630
0.728814,-0.000540,0.011444
0.729811,0.009181,0.001061
0.730808,0.000025,0.012886
0.731805,0.009649,0.000367
0.732802,-0.000050,0.014220
0.733799,0.008665,0.000492
0.734796,0.000189,0.009081
0.735793,0.005574,0.000267
0.736790,0.000360,0.005588
0.737787,0.002877,-0.000086
0.738784,-0.000444,0.006899
0.739781,0.001375,0.000498
0.740778,-0.000250,0.010268
0.741775,-0.001255,0.000852
0.742772,0.000802,0.013436
0.743769,-0.005275,-0.000383
0.744766,-0.000521,0.015760
0.745763,-0.009231,0.000163
0.746760,-0.000532,0.015152
0.747757,-0.010384,-0.000498
0.748754,0.000525,0.011633
0.749751,-0.008412,-0.000148
0.750748,0.000055,0.008299
0.751745,-0.006987,0.000571
0.752742,0.000104,0.005594
0.753739,-0.006468,0.000379
0.754736,0.000323,0.003532
0.755733,-0.008178,0.000290
0.756730,0.000291,0.000882
0.757727,-0.008893,0.000074
0.758724,0.000582,0.001001
0.759721,-0.008876,0.000587
0.760718,-0.000446,0.002126
0.761715,-0.010061,0.000814
0.762712,0.000518,0.001724
0.763709,-0.011690,-0.000125
0.764706,0.000234,-0.000073
0.765703,-0.012587,-0.000228
0.766700,0.000379,-0.000505
0.767697,-0.013185,0.000063
0.768694,0.000983,-0.003544
0.769691,-0.013076,0.000163
0.770688,0.000425,-0.003100
0.771685,-0.010448,0.000503
0.772682,0.000620,-0.002916
0.773679,-0.008163,0.000914
0.774676,0.000750,-0.004142
0.775673,-0.008139,0.001008
0.776670,-0.000615,-0.002864
0.777667,-0.009732,0.001244
0.778664,0.000692,-0.003953
0.779661,-0.008664,0.000257
0.780658,0.000720,-0.005485
0.781655,-0.006055,0.000018
0.782652,0.000957,-0.008482
0.783649,-0.005335,0.000206
0.784646,0.000556,-0.006935
0.785643,-0.003839,0.000330
0.786640,0.000294,-0.002841
0.787637,-0.006483,0.000205
0.788634,-0.000970,-0.000638
0.789631,0.000475,0.000530
0.790628,0.000717,-0.000508
0.791625,0.000184,0.000748
0.792622,0.000975,-0.002994
0.793619,-0.000097,0.000300
0.794616,0.001252,-0.002231
0.795613,-0.000234,0.000326
0.796610,0.002921,-0.000360
0.797607,0.000900,-0.000253
0.798604,0.004135,0.000967
0.799601,-0.000097,-0.000086
0.800598,0.005796,0.000589
0.801595,-0.000114,-0.000255
0.802592,0.006648,-0.000544
0.803589,-0.000137,0.000349
0.804586,0.006423,-0.000100
0.805583,0.000321,0.000245
0.806580,0.007393,0.001244
0.807577,0.000601,-0.000291
0.808574,0.007696,0.005691
0.809571,0.000752,-0.000152
0.810568,0.006943,0.007508
0.811565,0.001056,-0.000031
0.812562,0.007009,0.008879
0.813559,0.000307,0.000624
0.814556,0.008550,0.009313
0.815553,0.000563,-0.000247
0.816550,0.008602,0.010425
0.817547,0.000679,0.000045
0.818544,0.008275,0.014320
0.819541,-0.000387,0.000251
0.820538,0.009162,0.018702
0.821535,-0.000212,-0.000125
0.822532,0.009159,0.019886
0.823529,-0.000438,0.000449
0.824526,0.009849,0.016566
0.825523,-0.000058,0.000419
0.826520,0.011542,0.017674
0.827517,0.000618,-0.000316
0.828514,0.012515,0.018572
0.829511,0.000409,0.001172
0.830508,0.009848,0.019206
0.831505,0.000453,0.000007
0.832502,0.004907,0.017941
0.833500,0.000757,0.000293
0.834497,0.004021,0.019388
0.835494,-0.000025,-0.000205
0.836491,0.003072,0.018623
0.837488,-0.000129,-0.000357
0.838485,0.003841,0.013542
0.839482,0.000389,0.000417
0.840479,0.002954,0.009703
0.841476,0.000607,0.000408
0.842473,0.002698,0.008225
0.843470,0.000156,0.001213
0.844467,0.002882,0.008922
0.845464,0.001118,0.000354
0.846461,0.003413,0.011011
0.847458,-0.000201,0.000804
0.848455,0.004703,0.012996
0.849452,-0.000003,0.000441
0.850449,0.005705,0.014818
0.851446,0.000124,-0.000186
0.852443,0.007522,0.012911
0.853440,0.000343,0.000932
0.854437,0.007602,0.009918
0.855434,0.000636,0.000197
0.856431,0.005879,0.009517
0.857428,0.001013,-0.000022
0.858425,0.003907,0.011373
0.859422,0.000143,-0.000148
0.860419,0.000516,0.013834
0.861416,0.000408,0.000458
0.862413,-0.001249,0.014041
0.863410,0.000372,0.000121
0.864407,-0.000864,0.009742
0.865404,0.000720,-0.000304
0.866401,0.000034,0.007239
0.867398,0.000996,-0.000124
0.868395,0.001031,0.007938
0.869392,0.001015,0.000661
0.870389,0.000511,0.012168
0.871386,0.000525,0.000746
