time (s), ch0 acceleration (g), ch1 acceleration (g)
0.335992,0.174457,0.028888
0.336989,0.000733,0.000430
0.337986,0.204337,-0.052329
0.338983,0.000372,0.000340
0.339980,0.232026,0.184100
0.340977,0.001036,-0.000263
0.341974,0.250123,0.079304
0.342971,0.000603,0.000867
0.343968,0.265177,0.028964
0.344965,0.000767,0.000525
0.345962,0.274924,0.142115
0.346959,0.000672,0.000208
0.347956,0.277891,-0.014235
0.348953,0.000360,0.000889
0.349950,0.277059,0.098762
0.350947,0.000709,-0.000062
0.351944,0.270072,0.137547
0.352941,0.000450,0.001163
0.353938,0.254717,0.141664
0.354935,0.000919,0.000090
0.355932,0.232343,0.081874
0.356929,0.000761,0.000752
0.357926,0.206798,0.141304
0.358923,-0.000047,0.000603
0.359920,0.179722,0.279426
0.360917,0.001254,0.000300
0.361914,0.150319,0.518455
0.362911,0.000643,0.000491
0.363908,0.118606,0.490402
0.364905,0.000562,0.000723
0.365902,0.088818,0.362493
0.366899,0.001005,0.000225
0.367896,0.062752,0.185305
0.368893,-0.000186,0.000001
0.369890,0.037859,0.115198
0.370887,0.000359,0.000524
0.371884,0.014065,0.309993
0.372881,0.000210,-0.000213
0.373878,-0.003641,0.318150
0.374875,0.000684,0.000468
0.375872,-0.020321,0.339106
0.376869,0.000439,0.000426
0.377866,-0.033151,0.317410
0.378863,0.000212,-0.000387
0.379860,-0.046081,0.330153
0.380857,0.000568,0.000411
0.381854,-0.053137,0.340826
0.382851,0.000065,0.000088
0.383848,-0.058989,0.337516
0.384845,0.000192,-0.000182
0.385842,-0.059816,0.296287
0.386839,0.000548,-0.000304
0.387836,-0.062756,0.394814
0.388833,-0.000031,0.000113
0.389831,-0.057230,0.301290
0.390828,-0.000062,0.000229
0.391825,-0.042773,0.338295
0.392822,0.000672,0.000316
0.393819,-0.015912,0.106772
0.394816,0.000810,0.000086
0.395813,-0.033042,0.002316
0.396810,0.000845,-0.000594
0.397807,0.030721,0.034714
0.398804,-0.000019,0.000053
0.399801,0.247126,0.004359
0.400798,0.000805,0.000344
0.401795,0.196472,0.000096
0.402792,0.001286,-0.000338
0.403789,0.198004,0.003178
0.404786,-0.001322,-0.000242
0.405783,0.047962,0.048171
0.406780,-0.000068,-0.000011
0.407777,0.035402,0.048737
0.408774,0.000412,-0.000253
0.409771,0.016791,0.042601
0.410768,0.000382,0.000731
0.411765,0.023824,0.038647
0.412762,0.000479,0.000478
0.413759,0.006293,0.165318
0.414756,0.000191,0.000099
0.415753,-0.046879,-0.008498
0.416750,0.000778,0.000527
0.417747,-0.038938,0.055892
0.418744,0.000062,0.000715
0.419741,-0.037854,0.164032
0.420738,0.000071,0.000400
0.421735,-0.001994,0.000264
0.422732,0.000070,-0.082856
0.423729,0.087897,0.000377
0.424726,0.000484,-0.079056
0.425723,0.118634,0.000082
0.426720,-0.000317,-0.075585
0.427717,0.030099,-0.000507
0.428714,0.001095,-0.072681
0.429711,0.012594,0.000070
0.430708,-0.000361,-0.070858
0.431705,0.023666,-0.000059
0.432702,0.000808,-0.068778
0.433699,0.129549,0.000031
0.434696,0.000875,-0.066590
0.435693,0.025027,0.000299
0.436690,0.000504,-0.064288
0.437687,-0.008935,-0.000677
0.438684,0.000610,-0.063013
0.439681,0.008559,-0.000517
0.440678,0.000397,-0.062516
0.441675,0.165099,-0.000471
0.442672,0.000767,-0.061468
0.443669,0.046494,-0.000689
0.444666,0.000188,-0.060525
0.445663,-0.027840,-0.000488
0.446660,0.000535,-0.060071
0.447657,-0.043940,0.000059
0.448654,0.000132,-0.059011
0.449651,-0.060808,0.000221
0.450648,0.000177,-0.059042
0.451645,-0.067798,0.000375
0.452642,0.000112,-0.059676
0.453639,-0.070292,0.000143
0.454636,0.000512,-0.058292
0.455633,-0.079441,0.000669
0.456630,0.000217,-0.057010
0.457627,-0.086876,0.000240
0.458624,0.000333,-0.056314
0.459621,-0.086037,0.000009
0.460618,0.000082,-0.056461
0.461615,-0.091959,0.000012
0.462612,0.000384,-0.055516
0.463609,-0.097251,-0.000303
0.464606,0.000322,-0.054530
0.465603,-0.102267,-0.000321
0.466600,0.000612,-0.054365
0.467597,-0.105692,-0.000170
0.468594,-0.000073,-0.054836
0.469591,-0.109278,-0.000384
0.470588,-0.000888,-0.054312
0.471585,-0.112891,-0.000585
0.472582,-0.000290,-0.054013
0.473579,-0.115770,-0.000928
0.474576,-0.000641,-0.052761
0.475573,-0.118970,-0.000137
0.476570,-0.000139,-0.051842
0.477567,-0.120075,-0.001026
0.478564,-0.000022,-0.051627
0.479561,-0.121378,-0.000861
0.480558,-0.000303,-0.051759
0.481555,-0.123646,-0.000474
0.482552,-0.000461,-0.052457
0.483549,-0.125164,-0.000608
0.484546,-0.000118,-0.052849
0.485543,-0.126198,-0.000461
0.486540,-0.000416,-0.053772
0.487537,-0.126105,-0.000147
0.488534,-0.000109,-0.053702
0.489531,-0.127183,-0.000295
0.490528,-0.000235,-0.052897
0.491525,-0.127655,0.000198
0.492522,0.000017,-0.052351
0.493519,-0.127476,-0.000120
0.494516,-0.000018,-0.052031
0.495513,-0.127733,-0.000047
0.496510,0.000369,-0.052971
0.497507,-0.127233,0.000577
0.498504,-0.000310,-0.054229
0.499501,-0.127324,-0.000149
0.500499,-0.000663,-0.055320
0.501496,-0.126987,-0.000077
0.502493,0.000090,-0.057204
0.503490,-0.124781,0.000605
0.504487,-0.000047,-0.059452
0.505484,-0.122861,0.000157
0.506481,0.000228,-0.061900
0.507478,-0.121045,0.000067
0.508475,0.000219,-0.064240
0.509472,-0.118307,0.000322
0.510469,0.000102,-0.066295
0.511466,-0.113812,-0.000145
0.512463,-0.000177,-0.067972
0.513460,-0.109672,-0.000090
0.514457,-0.000148,-0.069234
0.515454,-0.106174,0.000245
0.516451,0.000491,-0.069880
0.517448,-0.102203,0.000313
0.518445,0.001013,-0.070261
0.519442,-0.097930,0.000357
0.520439,0.000648,-0.070004
0.521436,-0.093554,-0.000062
0.522433,0.000355,-0.069639
0.523430,-0.089427,-0.000239
0.524427,-0.000102,-0.068848
0.525424,-0.085839,-0.000082
0.526421,-0.068630,-0.007386
0.527418,0.000146,0.000077
0.528415,-0.068814,-0.003936
0.529412,0.000170,0.000377
0.530409,-0.069827,-0.000948
0.531406,0.000315,-0.000292
0.532403,-0.072154,0.001590
0.533400,0.000210,-0.000464
0.534397,-0.074572,0.004051
0.535394,0.000286,-0.000567
0.536391,-0.077383,0.005657
0.537388,0.000206,0.000103
0.538385,-0.077582,0.006949
0.539382,-0.000261,-0.000348
0.540379,-0.076221,0.007917
0.541376,-0.000197,-0.000236
0.542373,-0.074467,0.008579
0.543370,-0.000175,0.000244
0.544367,-0.071663,0.008814
0.545364,0.000063,-0.000007
0.546361,-0.067673,0.009204
0.547358,-0.000002,0.000103
0.548355,-0.063603,0.009527
0.549352,-0.000343,-0.000299
0.550349,-0.059145,0.009735
0.551346,-0.000072,0.000371
0.552343,-0.055485,0.010275
0.553340,0.000209,0.000889
0.554337,-0.052241,0.010854
0.555334,0.000694,-0.000487
0.556331,-0.049263,0.011441
0.557328,0.000174,0.000437
0.558325,-0.047097,0.011940
0.559322,0.000369,-0.000040
0.560319,-0.044342,0.012573
0.561316,-0.000374,0.000376
0.562313,-0.041620,0.013147
0.563310,-0.000094,0.000033
0.564307,-0.039227,0.013618
0.565304,0.000057,-0.000444
0.566301,-0.037839,0.014039
0.567298,-0.000030,-0.000473
0.568295,-0.037271,0.014259
0.569292,0.000208,-0.000367
0.570289,-0.037083,0.014113
0.571286,0.000332,0.000063
0.572283,-0.036945,0.013541
0.573280,0.000126,0.000147
0.574277,-0.036884,0.012634
0.575274,-0.000280,0.000067
0.576271,-0.036937,0.011233
0.577268,-0.000416,0.000137
0.578265,-0.036290,0.009295
0.579262,-0.000045,-0.000758
0.580259,-0.035281,0.006964
0.581256,0.000262,0.000274
0.582253,-0.034578,0.004005
0.583250,0.000272,0.000304
0.584247,-0.033557,0.000478
0.585244,0.000190,0.000067
0.586241,-0.031863,-0.003481
0.587238,0.000386,-0.000059
0.588235,-0.030531,-0.007594
0.589232,-0.000289,-0.000013
0.590229,-0.029138,-0.011836
0.591226,0.000200,-0.000550
0.592223,-0.028055,-0.016025
0.593220,-0.000519,-0.001004
0.594217,-0.027988,-0.019767
0.595214,-0.000186,-0.000348
0.596211,-0.028547,-0.023156
0.597208,-0.000338,-0.000015
0.598205,-0.029473,-0.026165
0.599202,-0.000206,-0.000101
0.600199,-0.030312,-0.028870
0.601196,-0.000227,-0.000627
0.602193,-0.030793,-0.030907
0.603190,-0.000054,0.000067
0.604187,-0.030801,-0.032229
0.605184,0.000216,-0.000138
0.606181,-0.030363,-0.033010
0.607178,-0.000446,-0.000098
0.608175,-0.029761,-0.033460
0.609172,-0.000260,0.000511
0.610169,-0.029035,-0.034063
0.611167,-0.000634,0.000299
0.612164,-0.028210,-0.034571
0.613161,-0.000727,0.000153
0.614158,-0.027365,-0.035018
0.615155,-0.000193,0.000191
0.616152,-0.026467,-0.035502
0.617149,0.000142,0.000594
0.618146,-0.025369,-0.036191
0.619143,-0.000248,0.000698
0.620140,-0.023501,-0.036700
0.621137,-0.000508,0.000762
0.622134,-0.021374,-0.036823
0.623131,0.000155,0.000415
0.624128,-0.018989,-0.037222
0.625125,-0.000224,-0.000089
0.626122,-0.016328,-0.037868
0.627119,0.000401,-0.000285
0.628116,-0.013539,-0.038753
0.629113,0.000116,-0.000229
0.630110,-0.010484,-0.039726
0.631107,-0.000077,-0.000022
0.632104,-0.040791,-0.021505
0.633101,-0.000345,-0.000013
0.634098,-0.041736,-0.016986
0.635095,0.000079,-0.000883
0.636092,-0.042526,-0.012066
0.637089,0.000068,-0.000823
0.638086,-0.043406,-0.006974
0.639083,-0.000205,0.000248
0.640080,-0.044330,-0.001844
0.641077,0.000350,0.000320
0.642074,-0.045300,0.003074
0.643071,0.000695,-0.000110
0.644068,-0.046016,0.007701
0.645065,0.000199,-0.000631
0.646062,-0.046644,0.011904
0.647059,-0.000041,-0.000431
0.648056,-0.047249,0.015650
0.649053,0.000208,0.000306
0.650050,-0.047771,0.018910
0.651047,0.000366,0.000631
0.652044,-0.047886,0.022127
0.653041,0.000620,-0.000506
0.654038,-0.047580,0.024815
0.655035,0.000028,0.000126
0.656032,-0.047009,0.026682
0.657029,0.000042,0.000354
0.658026,-0.046221,0.028059
0.659023,0.000219,0.000329
0.660020,-0.045623,0.028319
0.661017,-0.000428,0.000131
0.662014,-0.044977,0.027318
0.663011,-0.000039,0.000750
0.664008,-0.044156,0.025501
0.665005,0.000281,0.000605
0.666002,-0.043490,0.023740
0.666999,-0.000329,0.000234
0.667996,-0.042584,0.022182
0.668993,-0.000014,0.000166
0.669990,-0.041534,0.020391
0.670987,-0.000231,0.000174
0.671984,-0.040202,0.018086
0.672981,-0.000224,0.000494
0.673978,-0.038320,0.015828
0.674975,-0.000067,0.000368
0.675972,-0.035847,0.013805
0.676969,0.000368,0.000940
0.677966,-0.032870,0.012312
0.678963,-0.000135,0.000442
0.679960,-0.029542,0.010948
0.680957,-0.000074,0.000914
0.681954,-0.025729,0.010025
0.682951,0.000460,0.000405
0.683948,0.009583,-0.009430
0.684945,0.000516,0.000318
0.685942,0.009030,-0.011504
0.686939,0.000762,-0.000310
0.687936,0.008850,-0.014003
0.688933,-0.000073,0.000756
0.689930,0.008762,-0.016763
0.690927,0.000170,0.001005
0.691924,0.007889,-0.019504
0.692921,0.000166,-0.000185
0.693918,0.006336,-0.022208
0.694915,0.000947,-0.000639
0.695912,0.004453,-0.024912
0.696909,-0.000093,0.000498
0.697906,0.001761,-0.026709
0.698903,-0.000011,0.000158
0.699900,-0.001697,-0.028013
0.700897,0.000076,-0.000842
0.701894,-0.005419,-0.028865
0.702891,0.000881,0.000009
0.703888,-0.009160,-0.029220
0.704885,0.000487,0.000738
0.705882,-0.012419,-0.029353
0.706879,0.000410,0.000111
0.707876,-0.015249,-0.029207
0.708873,0.000479,-0.000298
0.709870,-0.017551,-0.028718
0.710867,0.000044,0.000048
0.711864,-0.019417,-0.028303
0.712861,0.000748,-0.000165
0.713858,-0.021073,-0.027884
0.714855,0.000094,0.000658
0.715852,-0.022212,-0.027204
0.716849,0.000621,-0.000303
0.717846,-0.023004,-0.026731
0.718843,-0.000389,0.000118
0.719840,-0.023494,-0.026429
0.720837,0.000366,0.000404
0.721834,-0.023845,-0.026056
0.722832,0.000107,0.000192
0.723829,-0.024028,-0.025201
0.724826,-0.000284,0.000050
0.725823,-0.024047,-0.023961
0.726820,-0.000208,-0.000299
0.727817,-0.023854,-0.022296
0.728814,-0.000300,0.000794
0.729811,-0.023954,-0.021051
0.730808,-0.000563,0.000289
0.731805,-0.023998,-0.020537
0.732802,0.000257,0.000344
0.733799,-0.024153,-0.020006
0.734796,0.000044,-0.000075
0.735793,-0.024003,-0.019728
0.736790,-0.000304,0.000109
0.737787,-0.023387,-0.019320
0.738784,0.000151,-0.000010
0.739781,-0.022238,-0.018471
0.740778,-0.000453,0.000741
0.741775,-0.020500,-0.017407
0.742772,-0.000161,-0.000013
0.743769,-0.018618,-0.016095
0.744766,-0.000066,0.000147
0.745763,-0.016364,-0.014746
0.746760,-0.000210,0.000306
0.747757,-0.013768,-0.013069
0.748754,-0.000306,0.000653
0.749751,-0.010865,-0.011491
0.750748,0.000046,0.000459
0.751745,-0.008068,-0.009825
0.752742,0.000064,0.000052
0.753739,-0.005333,-0.008044
0.754736,-0.000233,0.000372
0.755733,-0.002978,-0.006159
0.756730,0.000895,0.000103
0.757727,-0.000981,-0.004252
0.758724,0.000453,-0.000894
0.759721,0.000570,-0.002497
0.760718,0.000665,-0.000050
0.761715,0.001374,-0.000845
0.762712,0.001111,0.000119
0.763709,0.001839,0.000952
0.764706,0.000226,0.000703
0.765703,0.002124,0.002689
0.766700,0.001146,0.000381
0.767697,0.002188,0.004559
0.768694,0.001060,0.000622
0.769691,0.002035,0.007159
0.770688,0.000918,0.000117
0.771685,0.001682,0.010292
0.772682,0.000482,0.000280
0.773679,0.000917,0.013817
0.774676,0.000121,0.000513
0.775673,0.000073,0.017344
0.776670,0.000756,-0.000388
0.777667,-0.000920,0.020500
0.778664,0.000850,0.000408
0.779661,-0.002086,0.023583
0.780658,0.000707,-0.000324
0.781655,-0.003383,0.026237
0.782652,0.000300,0.000479
0.783649,-0.004608,0.028267
0.784646,0.000326,0.000200
0.785643,-0.005975,0.029506
0.786640,0.000378,0.000074
0.787637,-0.007566,0.030357
0.788634,0.000575,0.000284
0.789631,0.030841,0.000018
0.790628,0.000139,0.030909
0.791625,0.031080,-0.000187
0.792622,0.000249,0.039625
0.793619,0.031184,0.000319
0.794616,0.000026,0.036591
0.795613,0.031147,-0.000816
0.796610,-0.000214,0.041185
0.797607,0.030480,-0.000171
0.798604,-0.000435,0.072681
0.799601,0.029579,-0.000757
0.800598,-0.000297,0.084209
0.801595,0.028170,-0.000482
0.802592,0.000164,0.057739
0.803589,0.026660,-0.000132
0.804586,0.000587,0.064733
0.805583,0.024646,-0.000346
0.806580,0.000013,0.059201
0.807577,0.022135,-0.000712
0.808574,-0.000071,0.171322
0.809571,0.019399,0.000149
0.810568,0.000060,0.185540
0.811565,0.016215,-0.000278
0.812562,0.000088,0.038820
0.813559,0.013074,0.000067
0.814556,0.000285,0.014998
0.815553,0.010017,-0.000039
0.816550,-0.000073,0.033119
0.817547,0.007318,0.000711
0.818544,-0.000447,0.038187
0.819541,0.004791,0.000138
0.820538,0.000001,0.050926
0.821535,0.002285,0.000027
0.822532,-0.000208,0.052546
0.823529,0.000088,-0.000181
0.824526,-0.000049,0.059278
0.825523,-0.001784,-0.000369
0.826520,-0.000214,0.063939
0.827517,-0.003507,0.000461
0.828514,0.000467,0.071021
0.829511,-0.004818,-0.000367
0.830508,-0.000211,0.061268
0.831505,-0.005761,-0.000155
0.832502,0.000250,0.060247
0.833500,-0.006744,-0.000620
0.834497,0.000299,0.045448
0.835494,-0.007754,-0.000114
0.836491,-0.000035,0.051255
0.837488,-0.009443,0.000323
0.838485,-0.000142,0.053063
0.839482,-0.011229,-0.000330
0.840479,-0.000731,0.125053
0.841476,-0.013952,-0.000184
0.842473,0.000315,0.132194
0.843470,-0.016338,-0.000952
0.844467,0.000453,0.040828
0.845464,-0.019537,-0.000146
0.846461,-0.000028,0.062022
0.847458,-0.021784,-0.000275
0.848455,-0.000117,0.065799
0.849452,-0.025240,-0.000336
0.850449,0.000179,0.083601
0.851446,-0.027257,-0.000329
0.852443,0.000565,0.101563
0.853440,-0.030522,-0.000364
0.854437,-0.000397,0.099396
0.855434,-0.031172,0.002864
0.856431,0.000113,0.072934
0.857428,-0.034301,-0.000068
0.858425,0.000436,0.051965
0.859422,-0.033604,0.000047
0.860419,-0.000069,0.038256
0.861416,0.002579,-0.000177
0.862413,0.000566,0.001109
0.863410,0.064191,-0.000030
0.864407,0.000227,-0.004135
0.865404,0.011360,0.000164
0.866401,-0.000074,-0.022337
0.867398,0.016628,-0.000245
0.868395,-0.000112,-0.028497
0.869392,0.006864,0.000004
0.870389,0.000201,-0.031816
0.871386,0.053428,0.000371
0.872383,-0.000117,-0.029941
0.873380,0.095459,-0.000148
0.874377,0.000194,-0.026432
